@relation liking 

@attribute Theta1_1 numeric
@attribute Alpha1_1 numeric
@attribute LowBeta1_1 numeric
@attribute HighBeta1_1 numeric
@attribute Gamma1_1 numeric
@attribute Theta2_1 numeric
@attribute Alpha2_1 numeric
@attribute LowBeta2_1 numeric
@attribute HighBeta2_1 numeric
@attribute Gamma2_1 numeric
@attribute Theta3_1 numeric
@attribute Alpha3_1 numeric
@attribute LowBeta3_1 numeric
@attribute HighBeta3_1 numeric
@attribute Gamma3_1 numeric
@attribute Theta4_1 numeric
@attribute Alpha4_1 numeric
@attribute LowBeta4_1 numeric
@attribute HighBeta4_1 numeric
@attribute Gamma4_1 numeric
@attribute Theta5_1 numeric
@attribute Alpha5_1 numeric
@attribute LowBeta5_1 numeric
@attribute HighBeta5_1 numeric
@attribute Gamma5_1 numeric
@attribute Theta6_1 numeric
@attribute Alpha6_1 numeric
@attribute LowBeta6_1 numeric
@attribute HighBeta6_1 numeric
@attribute Gamma6_1 numeric
@attribute Theta7_1 numeric
@attribute Alpha7_1 numeric
@attribute LowBeta7_1 numeric
@attribute HighBeta7_1 numeric
@attribute Gamma7_1 numeric
@attribute Theta8_1 numeric
@attribute Alpha8_1 numeric
@attribute LowBeta8_1 numeric
@attribute HighBeta8_1 numeric
@attribute Gamma8_1 numeric
@attribute Theta9_1 numeric
@attribute Alpha9_1 numeric
@attribute LowBeta9_1 numeric
@attribute HighBeta9_1 numeric
@attribute Gamma9_1 numeric
@attribute Theta10_1 numeric
@attribute Alpha10_1 numeric
@attribute LowBeta10_1 numeric
@attribute HighBeta10_1 numeric
@attribute Gamma10_1 numeric
@attribute Theta11_1 numeric
@attribute Alpha11_1 numeric
@attribute LowBeta11_1 numeric
@attribute HighBeta11_1 numeric
@attribute Gamma11_1 numeric
@attribute Theta12_1 numeric
@attribute Alpha12_1 numeric
@attribute LowBeta12_1 numeric
@attribute HighBeta12_1 numeric
@attribute Gamma12_1 numeric
@attribute Theta13_1 numeric
@attribute Alpha13_1 numeric
@attribute LowBeta13_1 numeric
@attribute HighBeta13_1 numeric
@attribute Gamma13_1 numeric
@attribute Theta14_1 numeric
@attribute Alpha14_1 numeric
@attribute LowBeta14_1 numeric
@attribute HighBeta14_1 numeric
@attribute Gamma14_1 numeric
@attribute Theta15_1 numeric
@attribute Alpha15_1 numeric
@attribute LowBeta15_1 numeric
@attribute HighBeta15_1 numeric
@attribute Gamma15_1 numeric
@attribute Theta16_1 numeric
@attribute Alpha16_1 numeric
@attribute LowBeta16_1 numeric
@attribute HighBeta16_1 numeric
@attribute Gamma16_1 numeric
@attribute Theta17_1 numeric
@attribute Alpha17_1 numeric
@attribute LowBeta17_1 numeric
@attribute HighBeta17_1 numeric
@attribute Gamma17_1 numeric
@attribute Theta18_1 numeric
@attribute Alpha18_1 numeric
@attribute LowBeta18_1 numeric
@attribute HighBeta18_1 numeric
@attribute Gamma18_1 numeric
@attribute Theta19_1 numeric
@attribute Alpha19_1 numeric
@attribute LowBeta19_1 numeric
@attribute HighBeta19_1 numeric
@attribute Gamma19_1 numeric
@attribute Theta20_1 numeric
@attribute Alpha20_1 numeric
@attribute LowBeta20_1 numeric
@attribute HighBeta20_1 numeric
@attribute Gamma20_1 numeric
@attribute Theta21_1 numeric
@attribute Alpha21_1 numeric
@attribute LowBeta21_1 numeric
@attribute HighBeta21_1 numeric
@attribute Gamma21_1 numeric
@attribute Theta22_1 numeric
@attribute Alpha22_1 numeric
@attribute LowBeta22_1 numeric
@attribute HighBeta22_1 numeric
@attribute Gamma22_1 numeric
@attribute Theta23_1 numeric
@attribute Alpha23_1 numeric
@attribute LowBeta23_1 numeric
@attribute HighBeta23_1 numeric
@attribute Gamma23_1 numeric
@attribute Theta24_1 numeric
@attribute Alpha24_1 numeric
@attribute LowBeta24_1 numeric
@attribute HighBeta24_1 numeric
@attribute Gamma24_1 numeric
@attribute Theta25_1 numeric
@attribute Alpha25_1 numeric
@attribute LowBeta25_1 numeric
@attribute HighBeta25_1 numeric
@attribute Gamma25_1 numeric
@attribute Theta26_1 numeric
@attribute Alpha26_1 numeric
@attribute LowBeta26_1 numeric
@attribute HighBeta26_1 numeric
@attribute Gamma26_1 numeric
@attribute Theta27_1 numeric
@attribute Alpha27_1 numeric
@attribute LowBeta27_1 numeric
@attribute HighBeta27_1 numeric
@attribute Gamma27_1 numeric
@attribute Theta28_1 numeric
@attribute Alpha28_1 numeric
@attribute LowBeta28_1 numeric
@attribute HighBeta28_1 numeric
@attribute Gamma28_1 numeric
@attribute Theta29_1 numeric
@attribute Alpha29_1 numeric
@attribute LowBeta29_1 numeric
@attribute HighBeta29_1 numeric
@attribute Gamma29_1 numeric
@attribute Theta30_1 numeric
@attribute Alpha30_1 numeric
@attribute LowBeta30_1 numeric
@attribute HighBeta30_1 numeric
@attribute Gamma30_1 numeric
@attribute Theta31_1 numeric
@attribute Alpha31_1 numeric
@attribute LowBeta31_1 numeric
@attribute HighBeta31_1 numeric
@attribute Gamma31_1 numeric
@attribute Theta32_1 numeric
@attribute Alpha32_1 numeric
@attribute LowBeta32_1 numeric
@attribute HighBeta32_1 numeric
@attribute Gamma32_1 numeric
@attribute class {-1,1}

@data
48.641,0,0,0,0,45.641,0,0,0,0,20.103,0,0,0,0,2.5539,0,0,0,0,25.313,0,0,0,0,365.67,0,0,0,0,65.465,0,0,0,0,9.2715,0,0,0,0,22.71,0,0,0,0,11.535,0,0,0,0,1.0876,0,0,0,0,70.034,0,0,0,0,1.4939,0,0,0,0,37.967,0,0,0,0,8.2104,0,0,0,0,238.72,0,0,0,0,88.883,0,0,0,0,98.946,0,0,0,0,76.527,0,0,0,0,17.619,0,0,0,0,31.85,0,0,0,0,11.011,0,0,0,0,2.4082,0,0,0,0,3.7956,0,0,0,0,0.61236,0,0,0,0,5.0309,0,0,0,0,2.5355,0,0,0,0,16.039,0,0,0,0,3.6214,0,0,0,0,27.683,0,0,0,0,50.964,0,0,0,0,12.42,0,0,0,0,-1
45.431,0,0,0,0,41.488,0,0,0,0,19.32,0,0,0,0,2.9282,0,0,0,0,23.474,0,0,0,0,339.17,0,0,0,0,63.616,0,0,0,0,8.2794,0,0,0,0,20.9,0,0,0,0,11.802,0,0,0,0,1.1877,0,0,0,0,66.981,0,0,0,0,1.5312,0,0,0,0,37.311,0,0,0,0,7.7646,0,0,0,0,221.25,0,0,0,0,80.451,0,0,0,0,88.539,0,0,0,0,69.78,0,0,0,0,15.618,0,0,0,0,27.021,0,0,0,0,9.8883,0,0,0,0,2.5434,0,0,0,0,3.9529,0,0,0,0,0.73776,0,0,0,0,4.5169,0,0,0,0,2.1524,0,0,0,0,14.963,0,0,0,0,3.3801,0,0,0,0,24.775,0,0,0,0,45.159,0,0,0,0,11.739,0,0,0,0,-1
46.129,0,0,0,0,43.248,0,0,0,0,20.817,0,0,0,0,5.2145,0,0,0,0,25.185,0,0,0,0,366.52,0,0,0,0,70.971,0,0,0,0,8.2585,0,0,0,0,22.02,0,0,0,0,13.915,0,0,0,0,1.7569,0,0,0,0,72.78,0,0,0,0,1.7411,0,0,0,0,41.804,0,0,0,0,8.9996,0,0,0,0,235.99,0,0,0,0,83.62,0,0,0,0,93.561,0,0,0,0,75.693,0,0,0,0,21.275,0,0,0,0,31.992,0,0,0,0,14.053,0,0,0,0,3.4482,0,0,0,0,5.3418,0,0,0,0,0.62227,0,0,0,0,8.9797,0,0,0,0,2.3237,0,0,0,0,16.844,0,0,0,0,3.4317,0,0,0,0,26.883,0,0,0,0,48.182,0,0,0,0,12.607,0,0,0,0,1
NaN,0,0,0,0,29.244,0,0,0,0,2.8944,0,0,0,0,5.4072,0,0,0,0,28.394,0,0,0,0,13.782,0,0,0,0,2.3135,0,0,0,0,1.9992,0,0,0,0,82.597,0,0,0,0,63.869,0,0,0,0,2.5346,0,0,0,0,9.8466,0,0,0,0,3.9862,0,0,0,0,5.697,0,0,0,0,30.353,0,0,0,0,19.055,0,0,0,0,2.6216,0,0,0,0,48.526,0,0,0,0,33.504,0,0,0,0,10.917,0,0,0,0,11.75,0,0,0,0,19.871,0,0,0,0,5.7384,0,0,0,0,17.369,0,0,0,0,19.57,0,0,0,0,28.789,0,0,0,0,13.9,0,0,0,0,33.236,0,0,0,0,7.936,0,0,0,0,43.778,0,0,0,0,3.0999,0,0,0,0,2.802,0,0,0,0,1
15.494,0,0,0,0,34.089,0,0,0,0,3.4433,0,0,0,0,4.4776,0,0,0,0,25.477,0,0,0,0,14.111,0,0,0,0,2.1009,0,0,0,0,2.2985,0,0,0,0,75.868,0,0,0,0,55.359,0,0,0,0,2.8689,0,0,0,0,8.1227,0,0,0,0,3.7589,0,0,0,0,4.5507,0,0,0,0,25.342,0,0,0,0,16.859,0,0,0,0,2.9153,0,0,0,0,43.788,0,0,0,0,30.489,0,0,0,0,10.072,0,0,0,0,14.698,0,0,0,0,17.207,0,0,0,0,6.3921,0,0,0,0,18.86,0,0,0,0,18.89,0,0,0,0,26.621,0,0,0,0,15.639,0,0,0,0,31.032,0,0,0,0,9.7537,0,0,0,0,50.662,0,0,0,0,3.0297,0,0,0,0,2.5404,0,0,0,0,1
52.541,0,0,0,0,135.26,0,0,0,0,11.05,0,0,0,0,7.4497,0,0,0,0,28.979,0,0,0,0,23.89,0,0,0,0,2.4462,0,0,0,0,2.1087,0,0,0,0,157.38,0,0,0,0,65.372,0,0,0,0,11.509,0,0,0,0,13.847,0,0,0,0,11.93,0,0,0,0,5.6342,0,0,0,0,40.295,0,0,0,0,22.439,0,0,0,0,9.3224,0,0,0,0,53.774,0,0,0,0,35.442,0,0,0,0,11.163,0,0,0,0,66.475,0,0,0,0,22.996,0,0,0,0,23.957,0,0,0,0,81.054,0,0,0,0,57.872,0,0,0,0,33.347,0,0,0,0,47.415,0,0,0,0,74.729,0,0,0,0,41.666,0,0,0,0,195.67,0,0,0,0,7.9099,0,0,0,0,2.4764,0,0,0,0,1
19.282,0,0,0,0,41.829,0,0,0,0,3.8165,0,0,0,0,5.3339,0,0,0,0,26.175,0,0,0,0,15.798,0,0,0,0,2.1537,0,0,0,0,1.5607,0,0,0,0,77.003,0,0,0,0,57.896,0,0,0,0,2.9835,0,0,0,0,8.2832,0,0,0,0,3.9173,0,0,0,0,4.9303,0,0,0,0,25.472,0,0,0,0,17.553,0,0,0,0,3.7033,0,0,0,0,45.981,0,0,0,0,32.341,0,0,0,0,11.141,0,0,0,0,17.09,0,0,0,0,17.809,0,0,0,0,6.4895,0,0,0,0,21.022,0,0,0,0,19.669,0,0,0,0,28.299,0,0,0,0,18.875,0,0,0,0,32.026,0,0,0,0,10.216,0,0,0,0,52.975,0,0,0,0,3.1956,0,0,0,0,2.652,0,0,0,0,1
13.202,0,0,0,0,30.515,0,0,0,0,14.802,0,0,0,0,5.0068,0,0,0,0,32.151,0,0,0,0,15.092,0,0,0,0,2.4513,0,0,0,0,1.7325,0,0,0,0,90.68,0,0,0,0,68.241,0,0,0,0,2.5928,0,0,0,0,10.196,0,0,0,0,3.585,0,0,0,0,4.7408,0,0,0,0,29.717,0,0,0,0,21.877,0,0,0,0,2.4798,0,0,0,0,52.304,0,0,0,0,37.711,0,0,0,0,11.823,0,0,0,0,12.915,0,0,0,0,21.628,0,0,0,0,6.3911,0,0,0,0,19.597,0,0,0,0,22.193,0,0,0,0,30.771,0,0,0,0,15.138,0,0,0,0,37.943,0,0,0,0,8.592,0,0,0,0,50.74,0,0,0,0,2.5359,0,0,0,0,1.8348,0,0,0,0,1
33.589,0,0,0,0,72.694,0,0,0,0,7.9998,0,0,0,0,9.8318,0,0,0,0,55.504,0,0,0,0,28.1,0,0,0,0,3.9006,0,0,0,0,2.6817,0,0,0,0,171.66,0,0,0,0,125.18,0,0,0,0,5.7524,0,0,0,0,18.631,0,0,0,0,7.4093,0,0,0,0,8.9333,0,0,0,0,56.198,0,0,0,0,38.473,0,0,0,0,4.8956,0,0,0,0,95.067,0,0,0,0,66.823,0,0,0,0,21.416,0,0,0,0,29.799,0,0,0,0,39.673,0,0,0,0,13.505,0,0,0,0,43.648,0,0,0,0,44.382,0,0,0,0,54.321,0,0,0,0,32.805,0,0,0,0,72.264,0,0,0,0,19.572,0,0,0,0,110.39,0,0,0,0,4.9412,0,0,0,0,3.4576,0,0,0,0,1
30.633,0,0,0,0,69.892,0,0,0,0,4.8841,0,0,0,0,7.0634,0,0,0,0,30.37,0,0,0,0,21.283,0,0,0,0,2.5936,0,0,0,0,1.7797,0,0,0,0,90.52,0,0,0,0,66.879,0,0,0,0,4.9386,0,0,0,0,9.4307,0,0,0,0,5.6562,0,0,0,0,5.3198,0,0,0,0,28.691,0,0,0,0,19.244,0,0,0,0,5.014,0,0,0,0,54.761,0,0,0,0,35.054,0,0,0,0,12.61,0,0,0,0,27.108,0,0,0,0,19.751,0,0,0,0,10.12,0,0,0,0,32.44,0,0,0,0,26.67,0,0,0,0,35.509,0,0,0,0,28.83,0,0,0,0,39.136,0,0,0,0,17.007,0,0,0,0,79.935,0,0,0,0,4.3923,0,0,0,0,2.9634,0,0,0,0,1
14.156,0,0,0,0,32.014,0,0,0,0,13.704,0,0,0,0,5.2469,0,0,0,0,35.49,0,0,0,0,16.098,0,0,0,0,2.5714,0,0,0,0,1.5961,0,0,0,0,116.23,0,0,0,0,77.339,0,0,0,0,3.1216,0,0,0,0,11.416,0,0,0,0,4.0063,0,0,0,0,4.8969,0,0,0,0,35.082,0,0,0,0,25.955,0,0,0,0,2.8009,0,0,0,0,55.437,0,0,0,0,45.043,0,0,0,0,13.639,0,0,0,0,17.564,0,0,0,0,25.574,0,0,0,0,7.5689,0,0,0,0,26.006,0,0,0,0,28.809,0,0,0,0,33.149,0,0,0,0,15.191,0,0,0,0,48.555,0,0,0,0,11.014,0,0,0,0,69.719,0,0,0,0,2.4564,0,0,0,0,1.6187,0,0,0,0,1
21.935,0,0,0,0,46.767,0,0,0,0,4.2547,0,0,0,0,5.8711,0,0,0,0,36.699,0,0,0,0,18.994,0,0,0,0,2.8226,0,0,0,0,2.053,0,0,0,0,105.15,0,0,0,0,80.973,0,0,0,0,3.3951,0,0,0,0,11.418,0,0,0,0,4.3482,0,0,0,0,5.9149,0,0,0,0,35.572,0,0,0,0,24.158,0,0,0,0,3.5229,0,0,0,0,62.335,0,0,0,0,43.159,0,0,0,0,14.236,0,0,0,0,18.433,0,0,0,0,24.465,0,0,0,0,7.9094,0,0,0,0,24.985,0,0,0,0,26.377,0,0,0,0,37.529,0,0,0,0,21.207,0,0,0,0,43.74,0,0,0,0,11.695,0,0,0,0,65.932,0,0,0,0,3.1496,0,0,0,0,2.282,0,0,0,0,1
30.561,0,0,0,0,75.719,0,0,0,0,6.2638,0,0,0,0,7.9166,0,0,0,0,34.239,0,0,0,0,22.267,0,0,0,0,2.9709,0,0,0,0,1.8342,0,0,0,0,111.27,0,0,0,0,74.489,0,0,0,0,5.8513,0,0,0,0,11.45,0,0,0,0,6.7296,0,0,0,0,5.5611,0,0,0,0,34.011,0,0,0,0,22.692,0,0,0,0,5.3387,0,0,0,0,60.974,0,0,0,0,39.518,0,0,0,0,12.84,0,0,0,0,32.302,0,0,0,0,22.786,0,0,0,0,12.537,0,0,0,0,40.387,0,0,0,0,33.046,0,0,0,0,37.685,0,0,0,0,31.244,0,0,0,0,48.667,0,0,0,0,20.583,0,0,0,0,97.437,0,0,0,0,4.8401,0,0,0,0,2.3514,0,0,0,0,1
23.43,0,0,0,0,54.638,0,0,0,0,4.4549,0,0,0,0,5.0889,0,0,0,0,34.469,0,0,0,0,16.673,0,0,0,0,2.3192,0,0,0,0,2.1293,0,0,0,0,76.807,0,0,0,0,50.611,0,0,0,0,4.225,0,0,0,0,7.8361,0,0,0,0,5.2619,0,0,0,0,4.9238,0,0,0,0,24.116,0,0,0,0,15.607,0,0,0,0,4.6966,0,0,0,0,41.867,0,0,0,0,27.852,0,0,0,0,10.23,0,0,0,0,23.381,0,0,0,0,16.223,0,0,0,0,9.3559,0,0,0,0,28.957,0,0,0,0,22.49,0,0,0,0,26.42,0,0,0,0,21.774,0,0,0,0,33.265,0,0,0,0,14.862,0,0,0,0,66.257,0,0,0,0,4.5622,0,0,0,0,3.3463,0,0,0,0,1
24.615,0,0,0,0,60.265,0,0,0,0,4.7967,0,0,0,0,4.4347,0,0,0,0,16.109,0,0,0,0,14.953,0,0,0,0,1.7668,0,0,0,0,1.678,0,0,0,0,60.443,0,0,0,0,34.249,0,0,0,0,5.4033,0,0,0,0,6.8981,0,0,0,0,6.1123,0,0,0,0,4.1263,0,0,0,0,18.464,0,0,0,0,11.051,0,0,0,0,4.5617,0,0,0,0,30.072,0,0,0,0,19.314,0,0,0,0,7.5024,0,0,0,0,27.542,0,0,0,0,11.337,0,0,0,0,10.572,0,0,0,0,32.103,0,0,0,0,21.762,0,0,0,0,20.037,0,0,0,0,23.397,0,0,0,0,28.874,0,0,0,0,16.912,0,0,0,0,72.932,0,0,0,0,4.6223,0,0,0,0,3.0972,0,0,0,0,1
22.697,0,0,0,0,49.427,0,0,0,0,4.8063,0,0,0,0,5.5558,0,0,0,0,28.485,0,0,0,0,16.363,0,0,0,0,2.4923,0,0,0,0,2.005,0,0,0,0,91.914,0,0,0,0,62.123,0,0,0,0,3.9811,0,0,0,0,9.7674,0,0,0,0,4.9246,0,0,0,0,5.048,0,0,0,0,28.334,0,0,0,0,18.841,0,0,0,0,4.0249,0,0,0,0,48.362,0,0,0,0,34.263,0,0,0,0,11.346,0,0,0,0,22.454,0,0,0,0,19.333,0,0,0,0,8.8197,0,0,0,0,28.179,0,0,0,0,25.506,0,0,0,0,29.141,0,0,0,0,20.469,0,0,0,0,39.275,0,0,0,0,13.832,0,0,0,0,70.588,0,0,0,0,3.4401,0,0,0,0,2.504,0,0,0,0,1
22.044,0,0,0,0,48.831,0,0,0,0,4.3076,0,0,0,0,8.1331,0,0,0,0,36.073,0,0,0,0,20.472,0,0,0,0,3.497,0,0,0,0,2.9093,0,0,0,0,102.46,0,0,0,0,80.039,0,0,0,0,3.9385,0,0,0,0,12.204,0,0,0,0,5.1986,0,0,0,0,6.5795,0,0,0,0,36.168,0,0,0,0,22.624,0,0,0,0,3.4109,0,0,0,0,64.177,0,0,0,0,41.683,0,0,0,0,13.713,0,0,0,0,19.591,0,0,0,0,23.478,0,0,0,0,8.8989,0,0,0,0,26.416,0,0,0,0,26.253,0,0,0,0,38.281,0,0,0,0,21.942,0,0,0,0,42.127,0,0,0,0,13.753,0,0,0,0,66.046,0,0,0,0,3.8445,0,0,0,0,2.5659,0,0,0,0,-1
15.801,0,0,0,0,30.872,0,0,0,0,3.1757,0,0,0,0,6.5634,0,0,0,0,40.105,0,0,0,0,18.951,0,0,0,0,3.0897,0,0,0,0,2.0596,0,0,0,0,105.74,0,0,0,0,89.597,0,0,0,0,2.3551,0,0,0,0,12.606,0,0,0,0,3.916,0,0,0,0,6.8598,0,0,0,0,38.786,0,0,0,0,25.253,0,0,0,0,2.8575,0,0,0,0,68.173,0,0,0,0,47.018,0,0,0,0,14.699,0,0,0,0,11.619,0,0,0,0,25.948,0,0,0,0,5.9148,0,0,0,0,17.617,0,0,0,0,23.564,0,0,0,0,41.338,0,0,0,0,16.267,0,0,0,0,41.963,0,0,0,0,7.5334,0,0,0,0,47.74,0,0,0,0,2.4174,0,0,0,0,2.0558,0,0,0,0,-1
32.715,0,0,0,0,77.217,0,0,0,0,6.4805,0,0,0,0,5.5224,0,0,0,0,23.216,0,0,0,0,19.168,0,0,0,0,2.2849,0,0,0,0,1.7682,0,0,0,0,93.009,0,0,0,0,50.422,0,0,0,0,6.3444,0,0,0,0,8.4914,0,0,0,0,6.5327,0,0,0,0,4.0629,0,0,0,0,24.961,0,0,0,0,16.108,0,0,0,0,6.1628,0,0,0,0,43.198,0,0,0,0,29.072,0,0,0,0,10.02,0,0,0,0,36.014,0,0,0,0,16.366,0,0,0,0,13.598,0,0,0,0,41.8,0,0,0,0,30.679,0,0,0,0,27.364,0,0,0,0,29.201,0,0,0,0,41.981,0,0,0,0,22.021,0,0,0,0,102.76,0,0,0,0,4.8981,0,0,0,0,2.4909,0,0,0,0,-1
17.821,0,0,0,0,41.229,0,0,0,0,30.528,0,0,0,0,5.6579,0,0,0,0,31.63,0,0,0,0,16.37,0,0,0,0,2.6298,0,0,0,0,1.6242,0,0,0,0,110.76,0,0,0,0,71.379,0,0,0,0,4.255,0,0,0,0,11.508,0,0,0,0,5.6603,0,0,0,0,5.8271,0,0,0,0,35.436,0,0,0,0,22.829,0,0,0,0,3.6188,0,0,0,0,53.913,0,0,0,0,39.229,0,0,0,0,12.031,0,0,0,0,21.548,0,0,0,0,23.416,0,0,0,0,9.4802,0,0,0,0,30.43,0,0,0,0,29.52,0,0,0,0,31.177,0,0,0,0,18.055,0,0,0,0,46.74,0,0,0,0,14.45,0,0,0,0,77.083,0,0,0,0,4.2484,0,0,0,0,2.7392,0,0,0,0,1
19.352,0,0,0,0,44.241,0,0,0,0,4.0426,0,0,0,0,5.2229,0,0,0,0,28.708,0,0,0,0,15.989,0,0,0,0,2.177,0,0,0,0,1.653,0,0,0,0,89.328,0,0,0,0,63.753,0,0,0,0,3.6845,0,0,0,0,9.9355,0,0,0,0,4.5822,0,0,0,0,5.5951,0,0,0,0,29.986,0,0,0,0,19.312,0,0,0,0,3.6292,0,0,0,0,49.803,0,0,0,0,34.055,0,0,0,0,11.428,0,0,0,0,19.365,0,0,0,0,20.202,0,0,0,0,8.1055,0,0,0,0,24.815,0,0,0,0,23.53,0,0,0,0,30.21,0,0,0,0,19.143,0,0,0,0,37.594,0,0,0,0,12.529,0,0,0,0,63.05,0,0,0,0,3.4977,0,0,0,0,2.8896,0,0,0,0,1
10.996,0,0,0,0,16.609,0,0,0,0,2.3509,0,0,0,0,4.7261,0,0,0,0,32.658,0,0,0,0,12.787,0,0,0,0,2.599,0,0,0,0,2.0659,0,0,0,0,86.81,0,0,0,0,72.769,0,0,0,0,1.5049,0,0,0,0,10.362,0,0,0,0,2.619,0,0,0,0,5.0685,0,0,0,0,31.429,0,0,0,0,20.966,0,0,0,0,1.6992,0,0,0,0,53.23,0,0,0,0,37.017,0,0,0,0,11.049,0,0,0,0,6.6553,0,0,0,0,21.594,0,0,0,0,4.4616,0,0,0,0,12.797,0,0,0,0,19.193,0,0,0,0,30.386,0,0,0,0,10.136,0,0,0,0,34.447,0,0,0,0,4.7487,0,0,0,0,33.982,0,0,0,0,1.7645,0,0,0,0,1.7414,0,0,0,0,-1
12.776,0,0,0,0,27.711,0,0,0,0,3.0548,0,0,0,0,4.5548,0,0,0,0,27.766,0,0,0,0,12.786,0,0,0,0,2.1621,0,0,0,0,1.6634,0,0,0,0,80.127,0,0,0,0,61.709,0,0,0,0,2.2559,0,0,0,0,9.5894,0,0,0,0,3.3006,0,0,0,0,5.1995,0,0,0,0,27.81,0,0,0,0,19.106,0,0,0,0,2.7945,0,0,0,0,48.363,0,0,0,0,32.609,0,0,0,0,10.333,0,0,0,0,10.916,0,0,0,0,19.125,0,0,0,0,5.3944,0,0,0,0,16.742,0,0,0,0,19.063,0,0,0,0,27.242,0,0,0,0,13.615,0,0,0,0,32.82,0,0,0,0,7.1659,0,0,0,0,42.451,0,0,0,0,2.3812,0,0,0,0,2.1239,0,0,0,0,-1
27.626,0,0,0,0,64.116,0,0,0,0,6.9437,0,0,0,0,7.122,0,0,0,0,37.37,0,0,0,0,21.822,0,0,0,0,3.0774,0,0,0,0,2.2519,0,0,0,0,128.37,0,0,0,0,83.945,0,0,0,0,5.6797,0,0,0,0,12.825,0,0,0,0,6.5629,0,0,0,0,6.018,0,0,0,0,37.32,0,0,0,0,26.52,0,0,0,0,4.6952,0,0,0,0,61.653,0,0,0,0,48.489,0,0,0,0,16.227,0,0,0,0,28.853,0,0,0,0,27.567,0,0,0,0,12.014,0,0,0,0,38.031,0,0,0,0,35.456,0,0,0,0,37.879,0,0,0,0,27.088,0,0,0,0,54.975,0,0,0,0,17.906,0,0,0,0,100.52,0,0,0,0,4.2376,0,0,0,0,2.5515,0,0,0,0,1
15.436,0,0,0,0,32.733,0,0,0,0,3.7219,0,0,0,0,5.3424,0,0,0,0,32.32,0,0,0,0,15.32,0,0,0,0,2.7791,0,0,0,0,2.3049,0,0,0,0,96.032,0,0,0,0,70.389,0,0,0,0,2.833,0,0,0,0,10.588,0,0,0,0,4.0453,0,0,0,0,5.2627,0,0,0,0,31.71,0,0,0,0,21.083,0,0,0,0,3.2502,0,0,0,0,52.813,0,0,0,0,37.875,0,0,0,0,11.979,0,0,0,0,15.081,0,0,0,0,21.595,0,0,0,0,6.3752,0,0,0,0,20.796,0,0,0,0,23.19,0,0,0,0,32.09,0,0,0,0,15.119,0,0,0,0,38.563,0,0,0,0,9.805,0,0,0,0,55.381,0,0,0,0,2.718,0,0,0,0,2.0864,0,0,0,0,-1
25.66,0,0,0,0,57.103,0,0,0,0,4.8225,0,0,0,0,6.3408,0,0,0,0,29.275,0,0,0,0,18.667,0,0,0,0,2.4454,0,0,0,0,2.0923,0,0,0,0,95.578,0,0,0,0,65.096,0,0,0,0,4.3918,0,0,0,0,9.8208,0,0,0,0,5.6757,0,0,0,0,5.5699,0,0,0,0,30.739,0,0,0,0,19.704,0,0,0,0,4.4157,0,0,0,0,52.551,0,0,0,0,35.844,0,0,0,0,12.524,0,0,0,0,23.632,0,0,0,0,20.324,0,0,0,0,9.5991,0,0,0,0,30.022,0,0,0,0,25.896,0,0,0,0,32.142,0,0,0,0,24.391,0,0,0,0,39.896,0,0,0,0,15.341,0,0,0,0,74.412,0,0,0,0,4.5182,0,0,0,0,3.1902,0,0,0,0,1
18.806,0,0,0,0,36.848,0,0,0,0,3.7174,0,0,0,0,6.7665,0,0,0,0,40.433,0,0,0,0,18.994,0,0,0,0,2.935,0,0,0,0,2.0924,0,0,0,0,114.39,0,0,0,0,89.277,0,0,0,0,2.7881,0,0,0,0,12.216,0,0,0,0,4.1327,0,0,0,0,6.7452,0,0,0,0,40.038,0,0,0,0,27.01,0,0,0,0,2.8614,0,0,0,0,67.557,0,0,0,0,47.945,0,0,0,0,16.036,0,0,0,0,14.485,0,0,0,0,28.891,0,0,0,0,7.0072,0,0,0,0,21.877,0,0,0,0,26.067,0,0,0,0,39.123,0,0,0,0,18.67,0,0,0,0,45.755,0,0,0,0,9.59,0,0,0,0,56.581,0,0,0,0,3.1952,0,0,0,0,2.783,0,0,0,0,-1
19.339,0,0,0,0,37.472,0,0,0,0,3.9767,0,0,0,0,7.5232,0,0,0,0,43.787,0,0,0,0,19.478,0,0,0,0,3.3332,0,0,0,0,2.0918,0,0,0,0,132.25,0,0,0,0,101.37,0,0,0,0,3.0687,0,0,0,0,14.15,0,0,0,0,4.7068,0,0,0,0,7.0775,0,0,0,0,45.823,0,0,0,0,29.336,0,0,0,0,2.9099,0,0,0,0,73.855,0,0,0,0,52.51,0,0,0,0,16.307,0,0,0,0,15.795,0,0,0,0,30.943,0,0,0,0,7.9273,0,0,0,0,25.644,0,0,0,0,30.702,0,0,0,0,42.798,0,0,0,0,18.104,0,0,0,0,53.047,0,0,0,0,10.872,0,0,0,0,67.877,0,0,0,0,2.7954,0,0,0,0,2.0841,0,0,0,0,1
