@relation arousal 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
4072.2,1760.6,1118.8,1001.8,862.65,7837.9,2992.1,1468.8,1347.6,1193.7,19580,7589.2,3569.3,3825.4,3240.5,14918,5665,2814,3107.7,2648.9,8912.8,3442.7,1465.3,1265,1084.8,14349,5543.7,2688.4,2960.7,2517.1,4730.9,1793.5,933.4,1064.2,926.22,7226.2,2778.5,1448.6,1652.5,1440.8,7382.9,2914.5,1375.2,1440.4,1211,10501,3988.3,1976.7,2225.9,1901.3,13583,5172.3,2446.1,2563.5,2186,9291.8,3691.9,1764.6,1904.1,1601.2,9249.9,3527,1824,2051.7,1753.7,11737,4591,2223.7,2467.8,2082.2,10056,3778.2,1931.4,2197,1862.9,17431,6692.2,3080.5,3166.5,2678.3,13106,5034.4,2395.8,2440.7,2095.3,5349.7,1954.6,1110,1258.2,1093.3,12153,4592.8,2224.1,2435.9,2077.4,19723,7668.9,3290.1,2920.4,2478.6,16610,6700.7,2509,1562.8,1309.8,10769,4123.3,2032.2,2213.2,1901.1,1252,623.72,339.62,233.51,161.58,20582,7916.5,3753.2,4012.3,3395.8,5458.6,2297.1,876.52,552.2,433.68,11324,4361.3,2171.1,2404.7,2045.2,16534,6397.3,2994,3159.9,2680.9,4781.9,1805.3,945.37,1091.8,924.66,9560,3614.3,1817.6,2060.7,1750,9862.4,3720.5,1887,2145.7,1816.5,14562,5551.8,2713.7,2994.3,2540.5,2084.8,1068,580.65,475.77,352.41,-1
3426.2,1456.6,861.82,732.95,667.62,5604.2,2268.1,1280.1,1095.4,1079.1,15177,5917.4,3166.2,2953.5,2795.6,12045,4590.7,2566.6,2470.8,2422.6,6368.9,2631.1,1357.6,1153.9,1134.1,11479,4387,2387.6,2279.1,2150.3,4026.6,1517.1,852.41,843.94,780.96,6216.5,2358.9,1261.9,1259.6,1200.5,5700.1,2291.6,1212.5,1127.7,1060.5,8496.2,3162.9,1760.9,1721,1611.3,10268,3996.1,2154.9,2005.3,1892.3,7385.4,2933.6,1576.5,1468,1384.1,8324.1,3151.3,1621,1618.2,1493.6,9542.7,3684.5,2006.4,1919.8,1792.7,8151.1,3033.8,1663.6,1669.3,1570.5,12948,5096.3,2714.9,2476.5,2348.4,9653.6,3830.3,2084.3,1881.1,1805.9,4734.3,1674.1,918.05,963.89,903.04,9414.9,3568.2,1935,1882.5,1771,14183,5772.9,2859.8,2403.8,2284.7,12492,5166.8,2333.1,1768.2,1750.4,8538.3,3335.7,1844.1,1850.5,1756.7,997.96,569.67,333.83,223.14,175.37,15842,6160.7,3343,3103.4,2937.1,4103.8,1808.9,788.17,612.41,529.98,9245.6,3529.8,1979,1968.5,1822.8,12628,4959.2,2665.4,2484.9,2331.1,4055.5,1523.6,846.98,844.66,782.72,7741,2891.4,1578.6,1576,1481.8,8028.4,2995.7,1628,1626.8,1539.1,11456,4349.3,2357.1,2285.4,2164.7,1637.3,997.86,519.51,379.24,318.25,-1
4969,2034.1,902.08,729.3,639.67,8610.7,3598.3,1509.9,1009.8,908.79,22515,8826.8,3814.5,2623.8,2349.4,17217,6730.2,2917.2,2075.6,1919.7,9847.6,4117.8,1666.7,1001,851.93,16757,6476.7,2825.5,1989.7,1803.1,5695.1,2154.5,960.3,720.95,649.59,8527.3,3350.7,1498.4,1148.8,1058,8434.4,3405.7,1460,986.06,871.03,12241,4741.8,2067.1,1480.8,1352.1,15367,6147.1,2630.5,1781.2,1604.5,10727,4264,1855.1,1282.6,1150.5,11389,4302.7,1808.8,1416.2,1235.3,13777,5310.1,2329.7,1656.6,1493.7,11565,4546.3,1966,1455.9,1314.7,19572,7908.9,3355.1,2215.7,1988.8,14629,5968.3,2552.3,1717,1576.4,6494,2441,1031.6,833.69,772.56,13839,5456.4,2340.8,1644.8,1483.7,21842,9097.8,3743.5,2297.6,1983.6,19399,7976.6,3047.6,1778.1,1391.9,12400,4868.1,2114.7,1489.9,1348.3,1484.4,696.78,348.67,219.96,156.67,23588,9300.2,4013.1,2719.5,2473.1,6328.1,2707.4,1078.3,627.27,473.51,13225,5134.7,2260.6,1600.8,1464.9,18882,7466,3235.4,2187.8,1948.4,5662.4,2218.2,957.51,714.7,653.84,11034,4330.9,1870.1,1356.1,1236.3,11348,4440,1924.8,1413.3,1280.4,16650,6588.7,2848.5,2003.3,1814.8,2284.3,1296.5,610.06,402.42,302.68,1
3470.3,1453.4,773.07,643.06,619.53,8404.2,3253.4,1358.1,1248.5,1157.2,20549,7965.7,3404.5,3588.2,3157.8,15412,5930.4,2614.5,2926.6,2566.2,9584,3692.6,1425,1207.5,1105.4,14777,5733.9,2535.7,2800.9,2443.8,4394.6,1762.2,865.48,1026.1,890.48,6643.6,2663.5,1366.7,1584.2,1362.1,7805,3043.2,1293.5,1357.4,1182.6,10552,4094.7,1861.5,2109.7,1839.9,14278,5545.5,2342.9,2421.4,2137.6,9590,3779.3,1640.6,1797.2,1557.4,7563.6,3022.6,1629.2,2004,1732.1,11941,4660.3,2094.5,2338.1,2027.1,9885.6,3852.3,1768,2065.7,1791.9,18537,7153.4,2979.9,2993.7,2649.4,13954,5384.5,2280.7,2282.4,2017.9,4286.8,1656.6,923.06,1182,1043,12563,4831.9,2092,2289.1,2011.5,21187,8201,3243.2,2814.2,2556.6,16670,6484.6,2463.2,1732.9,1775.1,10971,4301.5,1908.7,2076.7,1851.8,1427.7,659.67,341.83,228.7,178.3,21698,8371.9,3595.7,3794.9,3321.9,5465.9,2231.2,889.76,604.55,580.38,11233,4461.7,2033.1,2283.5,1989.6,17368,6775,2871.7,2979.5,2614,4405.5,1757.9,871.69,1043.5,897.47,9506.1,3692.4,1677.4,1945,1692,9805.8,3773.3,1721.9,2006.5,1753.1,14999,5797,2544,2819.7,2462.9,2254.7,1162.4,587.48,446.37,344.6,1
3633.3,1449.1,808.94,727.2,674.39,6102.3,2531.4,1242.2,1153,1153.7,16797,6091.9,3013.6,3141.9,3030.1,12872,4546,2475.7,2683,2622.9,6931.7,2972.6,1391.9,1234.2,1243.3,12565,4414.7,2222.5,2417.1,2340.1,4313.1,1432.4,767.56,888.09,853.86,6542,2188.5,1150,1297.6,1296.4,6291.4,2383.2,1165.7,1188.5,1144.6,9179.4,3155.3,1617,1812.3,1761.7,11302,4225.5,2065.1,2135.2,2065.5,8115.3,2939.5,1491.6,1547.8,1498.8,8709.2,2761.8,1437.1,1716.4,1646.8,10503,3639,1852.9,2012.3,1940.9,8663.1,2956.8,1560,1770.5,1720.6,14333,5482.9,2634.6,2646.4,2561.7,10637,4150.6,2034.4,2033.5,1957.1,4865.6,1469.2,822.7,1017.3,1003.5,10284,3660.2,1832,1986.3,1942,15492,6467.7,2925,2597.2,2484.2,12901,5692.2,2432.9,1924.9,1846.2,9329.8,3383.1,1847.9,2027,1946.5,1131.6,610.01,336.62,236.94,188.78,17479,6420.9,3161.3,3291,3200.2,4208.1,1938.2,844.61,656.92,593.78,10028,3484.4,1842.9,2007.4,1970.2,14010,5172.4,2538,2611,2530.6,4251.2,1423,766.81,895.98,858.36,8278.4,2836.8,1479,1674.4,1621.8,8547.2,2903.4,1535.6,1735.7,1686.3,12401,4390.8,2248.7,2432.2,2372.9,1811.8,1028.5,566.12,434.4,366.59,1
4405,1790.8,773.71,639.27,660.83,9872.5,3664.8,1418,1167.4,1146.1,29161,9780.5,3535.1,3084.5,2888.6,22754,7393.6,2729.8,2492.5,2429.2,10731,4266.4,1616.3,1345.8,1340.4,22072,7176.9,2584.1,2333.3,2193.6,7532.1,2324.9,854.7,833.88,791.85,11326,3577.8,1367.7,1331.7,1271.5,10960,3730.8,1355.5,1163.7,1088,16275,5194.5,1868.7,1725.7,1645.3,19572,6675.1,2430.3,2114.3,1989.1,14196,4694.8,1731.5,1493.8,1407.7,14545,4402.8,1649.2,1596.3,1556.7,18363,5896.5,2141.2,1924.8,1807.5,15554,4992.6,1771.3,1690.6,1606.8,24505,8522.3,3115.5,2631.5,2509.9,18003,6322.3,2375.4,2032.2,1950.6,8280.3,2449.9,905.31,964.15,969.99,18100,5977,2144.4,1936,1837.5,24669,9467.8,3492,2762.7,2660.4,16327,7470.3,2833.2,2212.8,2285.9,16463,5378.9,1919.3,1728,1638.6,1416.9,697.56,358.26,227.9,197.4,30403,10197,3705.2,3227.4,3048.8,5422.7,2564.9,969.57,747.24,725.23,17741,5692.1,2025.7,1875,1755.1,24292,8293.3,2973.2,2593.3,2410.7,7521.7,2314.5,854.98,819.02,795.94,14786,4681,1672.7,1578.3,1511.6,15306,4838.9,1721.5,1634.5,1566.1,21997,7204.6,2577.9,2345.7,2234.1,2557.6,1247.8,563.13,403.09,341.47,1
3368.4,1560,922.96,796.49,750.25,7337.7,2951.7,1530.7,1421.9,1477.2,17031,6545.1,3940.4,4079.6,4267.1,12512,4740.4,3120.5,3276.7,3513.3,8536.6,3477.9,1627.9,1400.6,1454.5,12028,4580.3,2971.5,3175.4,3316.9,3476.4,1365.1,1033.5,1151.1,1199.2,5121.9,1952.7,1553.5,1755.1,1792.5,6486.5,2470.1,1489.9,1543.9,1600.3,8521.7,3252.2,2194.2,2386.3,2504.9,11992,4701.5,2704.2,2741.6,2882.9,7795.6,2984.9,1920,2030.2,2104.6,6001,2313.7,1963,2233.2,2301.5,9612.7,3649.6,2463,2632,2742.3,8070.8,3007.5,2114.4,2362.5,2463.8,15640,6144.1,3401,3382.4,3551.5,11921,4738.1,2590,2550,2674.4,3424.5,1285.9,1165.8,1368.8,1406.6,10453,3949.3,2445.5,2604.8,2735.6,18667,7594.9,3574.7,3152.4,3262.1,15891,6697.9,2689.9,1795.6,1768,9034,3487.2,2220.1,2456.1,2525.9,1226.3,617.69,349.35,234.75,191.54,17961,6913.4,4149.4,4277.6,4489.3,5234.3,2313.6,925.97,625.37,562.92,9078.6,3496,2410.8,2595,2697.7,14545,5643.1,3300.1,3368.7,3536.2,3465.2,1332.8,1040,1179.1,1219.3,7694.9,2873.7,2008.3,2215.8,2308.8,8017,2937.1,2077,2308.4,2402.2,12368,4677,2999.3,3215,3359.2,2029.6,1151.6,619.05,515.68,446.83,1
2690.3,1246.6,894.96,823.54,712.87,5856,2439.4,1355.9,1375.2,1249.4,14737,5791.4,3497.8,3997.8,3475.5,10980,4272.8,2729.8,3250.6,2862.7,6722.7,2777.5,1409.8,1334.6,1215.5,10653,4155.5,2636.1,3118.7,2690.3,3290.5,1315.5,914.7,1148.3,980.71,4803,1900.7,1404.7,1699.9,1462.1,5525.9,2244.9,1343.9,1505.2,1305.6,7627.8,2975.5,1926.9,2351.2,2028,10207,4021.9,2376.9,2681.3,2352.2,6829.3,2775,1721.3,1973.9,1713.3,5929.3,2309.1,1794.5,2225.8,1869.9,8652.5,3400.7,2193.3,2575.8,2222.8,7132.6,2820.7,1879.3,2309.2,1994.5,13128,5220.4,2979.3,3295.5,2905.2,9847,3958.1,2274.5,2494.4,2221.5,3366.3,1304.7,1017.1,1349.3,1156.2,8982.2,3512.5,2166.8,2539.8,2223.1,14946,6113.5,3141.7,3060.5,2757,12270,5143.2,2339.8,1902.6,1800.3,7945.7,3118.9,1968.7,2341.3,2027.9,1086.9,565.1,338.69,232.2,175.66,15453,6075.3,3667.6,4198.5,3653.1,4043.3,1801.6,840.91,649.09,576.33,8169.3,3229.6,2120.3,2554.6,2175.8,12501,4945.1,2937.9,3307.5,2873.2,3245,1311.5,931.41,1160.3,985.06,6829.4,2670.6,1767.8,2157.8,1870.9,7076.1,2754.8,1838.4,2249,1952.2,10686,4212.6,2646.2,3121.7,2730.8,1769.7,1039.8,592.95,484.89,382.86,1
3201.7,1543.6,1000.2,872.73,858.95,6838.2,2836,1402.2,1245.3,1179.2,16261,6458,3257.9,3238.8,2990.3,12118,4708.6,2489.3,2569.1,2397.9,7872.1,3273.9,1454,1207.9,1155.2,11649,4559.4,2400.4,2477.6,2290.7,3489.9,1387.9,805.29,889.16,819.72,5121.1,2027.8,1289.2,1407.7,1312.9,6142.3,2461,1244.5,1227.3,1135,8283.3,3215,1736.9,1844.4,1717.1,11388,4563.8,2250.6,2194,2040.3,7513,2988.1,1568.7,1592.9,1472.6,6228.7,2456.5,1552.7,1718.1,1591.3,9355.8,3698.8,1971.1,2063.1,1891.3,7723.8,2965.4,1681.1,1791.3,1670.6,14758,5941.5,2863.6,2732.2,2552.9,11214,4545,2241.1,2097.1,2005.3,3535.9,1325.3,907.91,1033.3,983.02,9898.7,3875,1989.5,2045.9,1903.8,17303,7223.4,3253.2,2762.8,2583.6,14558,6340.3,2640,2019.2,1987.9,8658.2,3402.7,1782.7,1841.7,1708.6,1226.8,619.97,346.67,242.41,186.45,17148,6771.8,3422,3401.1,3152.1,4780.2,2178.8,952.94,688.37,635.88,8794.7,3477.8,1917.5,2010.7,1864.8,13869,5529.7,2775.9,2701.2,2504,3473.6,1340.2,809.87,892.36,825.13,7425.1,2871.2,1570.2,1686.3,1571.8,7697.7,2939.1,1623,1753.8,1638.9,11776,4603.6,2405.7,2480.8,2320.8,1810.2,1071.8,556.02,417.73,341.05,1
2888,1414.7,1009.3,914.95,832.75,5842.3,2532.8,1491.7,1369.5,1279.2,13919,5854.1,3609.7,4015,3633.5,10402,4321.8,2827.4,3266.7,2971.3,6740.6,2928.6,1496.9,1253.7,1182.7,9990.1,4180,2717.5,3133.5,2818.5,3014,1354.4,938.41,1170.2,1016.4,4524.7,1993.5,1417.2,1712.9,1577,5323.6,2262.9,1399.3,1499.2,1369,7095.5,2995.7,2005.1,2372.4,2124.7,9634.9,4170.5,2499.1,2718.7,2441.6,6503.1,2819.7,1783.2,1994,1798.7,5755.2,2430.6,1729.2,2196.5,1971.4,8136.6,3461.5,2242.5,2609.6,2339.9,6666.3,2815.3,1927.4,2340.2,2092.7,12563,5372.9,3169.4,3319.5,3015.4,9470.6,4123.8,2439.5,2515.5,2291.9,3191,1320.7,1054.1,1371.9,1203.3,8484.6,3534.4,2238.4,2581.9,2326.2,14809,6451.5,3382.4,3070.3,2794.3,12927,5547.2,2525.7,1614.7,1637.4,7397.2,3131,2041.6,2361.5,2098.3,1134.6,638.79,362.1,232.36,174.43,14639,6180.8,3848.5,4217.6,3808.2,4223.5,1955.1,890.18,578.07,532.83,7563.1,3210.3,2198.8,2569.1,2282.3,11783,5012.9,3046.9,3324.3,2995.3,3011.6,1321.8,963.27,1152.2,1039,6380.4,2675.9,1821.1,2178.6,1967.3,6647,2750.7,1885.5,2274.9,2048.1,10098,4229.2,2743.6,3167.9,2859.5,1770.8,1222.8,611.9,510.71,386.6,1
3576.8,1485.3,868.57,709.02,653.13,5913.2,2530.2,1278,1253.4,1029.2,13977,5599.8,3171.8,3648.3,2840,10466,4068.7,2454.6,3018,2395.4,7032.2,3043.2,1396.4,1227,1018.2,10093,3908,2347.7,2837.8,2203.2,3203.5,1183.7,802.15,1039.3,804.82,4807.7,1881.1,1224.4,1588.3,1253.6,5291,2235.5,1229.3,1368.9,1067.1,7227,2743.6,1710.8,2131.4,1661.2,9654.2,3946.9,2162.8,2456,1921.1,6582.9,2694.7,1566.6,1805.3,1399.3,6525.9,2304.5,1537.6,1970,1521.4,8293.8,3207.5,1957.4,2341,1826.7,6758.8,2541.4,1605,2087.4,1632.3,12591,5253.6,2764.8,3018.2,2367.9,9515.5,4007,2128,2294.6,1840.4,3590.4,1199,888.82,1169.3,948.18,8439.4,3317.1,1912.3,2309.4,1815.3,15195,6599.8,3048.4,2758.5,2200.8,14400,6146.4,2389.5,1473.4,1252.9,7458.8,2904.5,1744.7,2107.9,1649.5,1193,612.94,346.16,226.74,156.79,14674,5903.7,3323,3828.3,2982.5,4678.7,2129.5,853.36,516.42,418.08,7744.7,2951.2,1859.6,2290.3,1799.2,11852,4812.4,2665,3034.7,2346.4,3201.5,1225.6,815.53,1032.9,810.26,6475.2,2468.7,1531.9,1953.6,1531.5,6706.4,2482.3,1583.1,2030.1,1589.8,10105,3950.3,2319.1,2847.7,2229.2,1666.5,996.7,539.95,456.24,322.61,1
1724,902.3,935.57,950.44,829.05,3430.5,1455,1378.7,1588.7,1475,10556,3696.8,3648.8,4455.6,4210.7,8350,2821.8,2907.9,3601.2,3417.5,3624.6,1524.5,1299.6,1469.8,1386.3,8113.1,2769.2,2808.7,3443.7,3278.3,2857.8,995.76,1009.1,1240.8,1195.2,4408.5,1569.5,1534.2,1884.5,1813.1,3993.7,1469.6,1390.9,1657.9,1573.3,6018.2,2015.4,2098.2,2584.4,2477.8,7008.6,2529.2,2445.7,2988.6,2845.3,5237.5,1957.7,1827.8,2184.2,2075.5,5707.7,1977.5,1953.8,2378.4,2278.9,6778.4,2402.8,2349.1,2845.8,2715,5829.4,1911.3,2037.9,2536.3,2425.2,8665.4,3191.1,3052.5,3674.6,3497.7,6312.9,2428,2307.3,2829.9,2637.9,3216.7,991.63,1179.9,1443.6,1403.2,6571.8,2163.2,2280.1,2833.4,2701.1,8305.3,3445.5,2964.7,3411.7,3222.1,5206.9,2718.5,1835.1,1931.5,1794.1,6086.7,2042.5,2133.2,2557.2,2477,749.09,499.39,309.89,250.56,183.22,10944,3850.7,3834.7,4658.1,4424.6,1805.7,1065.8,654.78,629.75,568.35,6688.7,2256.2,2312,2776.5,2677.7,8753.1,3133.4,3030.3,3676,3491.1,2899.1,1015,1028.5,1246.7,1201.3,5495,1810.8,1929.7,2378.8,2281.3,5665.9,1847.4,1985.7,2489.6,2372.1,8053.2,2706.7,2817.8,3472.3,3309.4,1262.7,898.19,538.97,485.48,417.37,-1
3014.9,1282.5,1018.7,1080.5,976.76,4982.7,2013.3,1466.6,1577.9,1613.8,14437,4741.8,3721.5,4426.8,4430.2,11310,3510.2,2926,3580,3564.9,5556.9,2285.9,1411.5,1515.6,1535.4,10984,3461.7,2827.4,3428.2,3430.9,3873.9,1167.1,998.65,1246.3,1237.3,5946.7,1822.1,1539.2,1875.6,1896.2,5435.8,1849.5,1421.5,1659.2,1662.6,8127.8,2504.2,2091.4,2582.5,2585.8,9642.7,3318,2525.8,2999.8,3002.4,7109.6,2368.6,1849.4,2180.3,2185.6,7862.2,2405.5,1902.4,2369.7,2386.1,9168.7,2944.5,2364.6,2817.7,2839.7,7811,2364.9,2007.6,2539.9,2535.4,12069,4265.2,3166.1,3694.3,3719.8,8924.8,3268.1,2471.4,2852.4,2851.3,4402.4,1298.8,1170,1467.3,1491.2,8929.8,2866.4,2316.8,2826,2854.3,12559,5023.6,3248.3,3514.6,3544.5,10120,4539.9,2308.5,2260,2306.4,8179.9,2565.5,2098.9,2559.2,2560.3,950.15,538.58,330.67,245.34,206.15,14985,4963,3916.8,4658.4,4671.3,3375.3,1580.9,807.01,755.79,726.16,8971.3,2750.5,2280.5,2779.1,2777,12038,4060.4,3111,3691.4,3685.2,3883.4,1176.1,1015.3,1244.3,1251.8,7415.3,2225.9,1897.8,2368.7,2381.8,7668.6,2258.2,1959.5,2460.1,2472.5,10912,3432.3,2811.3,3454.7,3470.4,1460.2,896.02,554.31,517.54,441.11,1
2758.2,1333.3,926.07,824.2,711.11,6296.3,2482.8,1335.6,1341.8,1102.9,16128,5856.8,3357.1,3926.1,3076.2,12257,4298.8,2618,3168.1,2492.3,7127.5,2832.1,1335.7,1215.7,988.5,11793,4208.4,2541.4,3065.4,2399.1,3746.2,1360.1,889.53,1122.9,874.18,5404.6,1982.8,1276.4,1652.7,1296.8,6021.1,2249.2,1277.9,1470,1148.9,8562.6,3007.5,1867.2,2314.5,1812.9,11177,4115.6,2295.8,2647.2,2075.8,7538.3,2792,1647.3,1940.6,1522.9,6423.2,2380.7,1628.8,2107.7,1672.1,9544.9,3432.5,2099.5,2533,1993.8,8098.1,2838.6,1764.9,2268.3,1776.1,14304,5312.4,2901.6,3243.8,2555.8,10735,4098.2,2230.1,2474.8,1979.2,3784.1,1310.9,979.99,1292.6,1028.7,9888.6,3514.7,2059.7,2501.1,1969.7,15932,6261.4,3074,2955.3,2355.8,12515,5273,2158.7,1414.5,1241.5,8845.5,3146.1,1894.4,2294.8,1790.6,1113.8,595.25,347.06,214.74,156.36,16934,6150.9,3554.1,4128.8,3239.7,4111.1,1862.3,782.36,526.59,424.38,9198,3311,2038.1,2499.4,1951.3,13685,5016.2,2831.4,3264.6,2552.4,3681.7,1325.9,882.18,1125.7,885.67,7631.3,2683.8,1670.7,2122,1669.9,7841.8,2746.5,1735,2180.4,1732.5,11846,4229.3,2512,3071.6,2423.8,1981.4,1053.4,548.67,463.8,340.71,1
4026.1,1583.5,1100.2,869.84,860.11,6021.1,2520.9,1406.2,1131.2,1079.4,16243,5947.8,3159.1,2840.2,2652,12653,4437.6,2456.8,2379.9,2235.6,6918.2,2913,1481.5,1176.2,1182.2,12261,4328.9,2336.4,2185.3,2013.6,4366.5,1427.1,796.47,794.9,726.14,6749.7,2221.8,1280.3,1203.1,1125.3,6124.3,2299.9,1233,1079.2,992.18,9084.4,3096.6,1708.5,1636.5,1505.8,11014,4110.9,2165.1,1947,1807.9,7948.7,2893.4,1558.9,1400.6,1283.6,9348.5,2898.6,1526.5,1516.7,1380,10232,3614.3,1959.3,1834.6,1654,8742.3,2945.3,1627.2,1567.8,1477.3,13980,5334.1,2791.7,2444.6,2259.8,10388,4051.9,2187.4,1880.8,1776.4,5209.9,1600.6,915.02,924.07,874.98,10064,3572,1922.8,1801.1,1676.3,15158,6312.6,3102.5,2486.3,2300.3,13639,5821,2550.6,1870.9,1769.6,9160.2,3210.4,1767.4,1651.9,1557,1135.1,636.39,363.54,231.25,178.24,16985,6244.3,3332.8,3019.2,2778.4,4437.9,1996.5,878.88,629.58,570.64,9907.4,3369.8,1871.4,1772.1,1629.5,13638,5067.7,2646.1,2374.7,2199.2,4411.8,1445.9,818.72,796.67,724.32,8290.5,2778.3,1569.7,1495.2,1383.8,8572.3,2838.5,1614.2,1543.6,1441.7,12249,4294,2362,2186.3,2042.5,1823,1154.7,572.26,382.52,328.82,1
