@Theta_1,Alpha_1,LowBeta_1,HighBeta_1,Gamma_1,Theta_2,Alpha_2,LowBeta_2,HighBeta_2,Gamma_2,Theta_3,Alpha_3,LowBeta_3,HighBeta_3,Gamma_3,Theta_4,Alpha_4,LowBeta_4,HighBeta_4,Gamma_4,Theta_5,Alpha_5,LowBeta_5,HighBeta_5,Gamma_5,Theta_6,Alpha_6,LowBeta_6,HighBeta_6,Gamma_6,Theta_7,Alpha_7,LowBeta_7,HighBeta_7,Gamma_7,Theta_8,Alpha_8,LowBeta_8,HighBeta_8,Gamma_8,Theta_9,Alpha_9,LowBeta_9,HighBeta_9,Gamma_9,Theta_10,Alpha_10,LowBeta_10,HighBeta_10,Gamma_10,Theta_11,Alpha_11,LowBeta_11,HighBeta_11,Gamma_11,Theta_12,Alpha_12,LowBeta_12,HighBeta_12,Gamma_12,Theta_13,Alpha_13,LowBeta_13,HighBeta_13,Gamma_13,Theta_14,Alpha_14,LowBeta_14,HighBeta_14,Gamma_14,Theta_15,Alpha_15,LowBeta_15,HighBeta_15,Gamma_15,Theta_16,Alpha_16,LowBeta_16,HighBeta_16,Gamma_16,Theta_17,Alpha_17,LowBeta_17,HighBeta_17,Gamma_17,Theta_18,Alpha_18,LowBeta_18,HighBeta_18,Gamma_18,Theta_19,Alpha_19,LowBeta_19,HighBeta_19,Gamma_19,Theta_20,Alpha_20,LowBeta_20,HighBeta_20,Gamma_20,Theta_21,Alpha_21,LowBeta_21,HighBeta_21,Gamma_21,Theta_22,Alpha_22,LowBeta_22,HighBeta_22,Gamma_22,Theta_23,Alpha_23,LowBeta_23,HighBeta_23,Gamma_23,Theta_24,Alpha_24,LowBeta_24,HighBeta_24,Gamma_24,Theta_25,Alpha_25,LowBeta_25,HighBeta_25,Gamma_25,Theta_26,Alpha_26,LowBeta_26,HighBeta_26,Gamma_26,Theta_27,Alpha_27,LowBeta_27,HighBeta_27,Gamma_27,Theta_28,Alpha_28,LowBeta_28,HighBeta_28,Gamma_28,Theta_29,Alpha_29,LowBeta_29,HighBeta_29,Gamma_29,Theta_30,Alpha_30,LowBeta_30,HighBeta_30,Gamma_30,Theta_31,Alpha_31,LowBeta_31,HighBeta_31,Gamma_31,Theta_32,Alpha_32,LowBeta_32,HighBeta_32,Gamma_32,class
3016.2,1823.3,889.13,593.79,536.21,2856.6,1793.5,833.31,555.93,489.44,2039.4,1296.3,715.05,526.27,415.98,901.56,546.69,431.89,361.78,257.64,2266.3,1310,670.89,523.58,426.37,8628.3,5121.1,2668.7,1970.2,1629.6,3845.5,2191.8,1253.6,1043.9,812.79,1395.2,1063.1,527.52,313.4,237.98,2164.5,1461.9,748.16,485.44,393.26,1691.6,1028.9,629.79,554.62,405.65,577.18,550.53,318.87,240.05,167.14,3891.7,2422.8,1330.6,1008.6,794.35,563.1,635.52,342.29,211.95,148.89,2906.8,1790.2,1028.9,793.86,619.18,1226.5,873.11,441.27,273.81,206.18,6968,4099.3,2125.1,1555.6,1306.2,4023.4,2486.6,1236.7,876.06,747.98,4235.9,2645.8,1293.7,819.64,749.16,3856.4,2372.9,1184.6,834.35,695.45,1685.8,1091.4,534.11,339.12,297.67,2284.5,1491.4,742.78,474.37,440.92,1323.3,757.99,387.48,299.88,242.37,784.02,588.84,431.34,282.17,195.78,1024.4,678.01,559.58,430.41,272.06,421,522.28,292.94,144.38,89.094,1097.2,734.51,455.51,357.97,254.75,691.82,649.21,346.3,199.81,137.13,1902.8,1264,668.64,538.57,400.51,842.5,670.97,312.31,191.08,165.87,2299.3,1538,771.11,514.65,415.09,3124.5,1919.5,936.95,668.6,569.79,1507.2,1058.8,518.17,337.87,266.94,1
2399,1653.5,1000.2,749.46,784.21,2357.9,1596.1,942.74,716.79,757.59,2295.8,1264.1,733.89,608.7,565.81,2444.3,915.22,466.21,414.73,365.13,2016.7,1174.1,762.54,642.89,633.98,7566.8,4842,2904.3,2356.7,2255.6,4555.1,2408.2,1308.2,1180.4,1067.1,1296.6,1049.9,584.5,445.96,460.14,1893.2,1358.7,798.51,583.03,553.01,2558.7,1274.8,631.01,583.58,493.51,1319.2,707.89,342.13,241.42,198.78,4520,2545.1,1386.9,1181.6,1042.7,778.14,558.51,353.44,206.53,181.95,3895.4,2029.8,1073.4,929.12,808.54,1465.6,844.01,487.56,322.38,326.85,5969.8,3834.9,2311.8,1885.6,1817.3,3267.8,2321.8,1403.2,1082.2,1064.8,3471,2432,1399.4,1046.2,1145.9,3083.9,2144.6,1327.6,999.45,994.91,3489.5,1463.3,663.29,455.3,471.04,3233.3,1706.5,871.03,698.06,663.81,3033.7,1218.3,480.91,341.56,389.22,1656,799.14,392.72,288.13,222.24,2010.4,954.15,527.54,410.51,312.72,382.99,454.22,278.7,151.18,107.35,3067.5,1278.2,487.73,358.09,334.11,629.56,573.72,368.62,236.19,194.09,2185.2,1291.3,699.6,601.31,521.01,671.67,551.88,323.01,223.41,225.62,1887.3,1452.1,879.81,634.58,606.19,2502.3,1741.4,1040,804.11,812.82,1547.1,1001.9,588.87,409.76,406.02,1
4018.8,2222.1,1134.9,706.09,665.93,3971.8,2105.5,1058.3,629.38,602.96,2437.2,1448.2,749.66,447.63,430.29,743.99,535.94,346.84,230.79,229.2,2836.6,1552.4,767.44,449.86,445.46,10718,6191.8,3088,1866.1,1759.1,4409.3,2644.9,1314.2,819.59,783.5,1614.1,1183.5,572.99,320.24,277.65,2608.4,1683.6,836.41,463.4,436.26,1805.7,1202.3,627,388.45,355.89,442.4,542.77,303.77,173.38,152.71,4480.2,2820.5,1414.2,853.45,800.37,555.7,561.89,328.92,195.47,159.2,3213,1999,1052.8,678.13,627.85,1566.5,953.95,489.54,293.56,249.51,8641.4,4951.1,2472.4,1501.6,1413.4,5441.7,3000.3,1545.6,949.07,888.18,5742.6,3113.1,1606,948.86,887.54,4952.9,2825.8,1412.8,838.12,773.11,2026.3,1219.3,635.81,367.29,337.62,3009.9,1768.4,938.31,581.04,516.96,1586.3,925.96,458.64,270.94,266.37,701.25,604.02,409.81,225.74,175.74,936.86,728.48,526.13,325.32,226.16,407.53,597.91,314.78,139.99,95.843,894.93,732.47,429.04,233.54,211.34,813.24,691.85,361.66,186.88,145.91,2131.6,1393.5,706.36,413.05,380.23,1097.9,680.98,388.71,222.99,202.67,2945.8,1728.9,890.68,512.32,458.94,4060,2216.1,1132.3,693.71,647.26,1986.2,1147.6,590.23,349.26,307.05,-1
4304.3,2353.4,1174.6,706.83,609.94,4184.6,2274.1,1119.6,657.78,559.48,2572.1,1495.6,796.21,461.65,393.97,595.45,417.49,234.14,177.52,150.01,3044.8,1605.2,759.6,464.74,387.59,11427,6650,3337.2,1967.6,1662.4,4539,2760.2,1416.9,855.48,736.14,1731.7,1254.2,603.81,260.65,241.56,2820.8,1769.1,910.93,497.96,417.26,1736.7,1188.3,649.3,401.17,339.96,381.1,465.22,301.06,172.27,136.67,4697.9,2945.3,1540.4,882.8,763.3,633.57,536.93,358.6,207.28,159.7,3361.6,2089,1127.4,652.08,574.11,1665.9,988.31,521.3,296.06,244.41,9262.2,5338.5,2651.1,1566.7,1342.7,5762,3223.1,1622.1,964.97,837.6,6065.8,3411.7,1730.7,998.77,848,5333.8,3038.7,1528.4,874.42,735.35,2289.3,1281.3,705.09,358.72,321.89,3215.4,1941.4,995.27,591.02,502.85,1746.7,959.01,481.11,276.07,245.01,668.47,568.78,460.02,218.15,163.19,844.99,684.74,583.96,341.57,217.24,398.53,504.24,282.86,145.11,88.746,872.38,749.39,436.01,238.83,190.14,892.54,691.27,382.45,191.68,154.5,2211.9,1440.2,784.42,430.59,369.83,1154,664.62,358.12,226.44,185.32,3146,1858,932.92,531.3,456.65,4345.8,2415,1214.6,721.21,602.66,2085.8,1210.6,626.62,361.98,304.78,1
3439.8,2286.3,1114.2,885.81,876.05,3308.7,2214.8,1075.8,842.96,829.13,2111.7,1516.4,764.81,604.32,569.68,543.6,461.96,349.84,260.67,282.89,2523.2,1576.6,792.26,656.44,654.2,9570.6,6379.9,3001.5,2517.3,2353.8,3770,2638.2,1289.8,1106,1021.5,1441.9,1277.6,551.16,396.9,344.37,2350.7,1734.4,812.07,622.86,559.76,1450.5,1151.5,598.7,495.06,431.76,306.53,445.51,294.46,157.6,126.62,3847.4,2919.9,1359.8,1130.3,1025.7,560.51,539.47,341.23,204.07,162.77,2741,2039.8,1030.5,863.03,761.56,1298.5,983.05,498.83,373.87,339.9,7753.9,5113.1,2450.4,2008.2,1888.8,4633.7,3104,1490.8,1182,1132.7,4839,3269.4,1572.9,1232,1159,4364.8,2897.4,1384.9,1127.8,1065.4,1500.8,1118.3,677.75,468.82,477.18,2270.5,1737.2,893.79,649.07,611.66,1123.1,816.84,489.53,354.02,376.52,582.05,561.77,384.68,228.03,163.62,705.79,668.98,512.27,348.82,241.25,368.12,448.6,242.96,133.4,85.183,556.21,574.65,367.42,212.53,189.08,763.49,625.8,313.94,229.57,174.1,1876.5,1446.5,670.87,556.78,484.37,947.43,649.53,357.12,263.27,250.33,2553.4,1800.2,857.23,687.27,622.78,3566.1,2298.7,1121.9,912.04,861.18,1631.6,1209.3,609.05,467.77,424.82,1
2065.4,860.2,432.26,325.9,276.34,3062.2,1302.9,612.12,418.58,323.87,856.01,240.65,132.47,104.6,75.321,925.75,349.07,193.15,210.1,129.15,2089.8,357.79,92.17,42.156,74.195,1721.8,566.46,299.07,217.07,164.37,569.22,280.44,55.42,52.759,-7.7668,602.93,304.95,295.88,189.6,272.01,3854,1004.1,516.72,379.76,310.96,3119.5,735.05,223.52,205.33,150.53,824.81,269.17,188.08,129.44,86.316,1201.1,245.55,168.41,131.3,90.774,930.88,235.75,211.22,157.28,106.37,979.54,206.24,182.73,122.15,86.929,2240.9,447.94,265.45,190.36,143.96,1773.5,394.79,167.03,123.31,96.463,876.44,402.53,287.08,221.32,202.91,2906,772.91,340.02,253.65,231.35,2314.4,436.44,218.05,148.1,117.53,1387.4,291.43,189.72,114.33,79.649,1935.4,820.37,422.77,289.04,247.86,1803.4,358.02,190.33,148.97,104.22,1233.7,409.84,246.03,162.11,121.78,2194.7,906.98,434.95,289.09,243.13,1948.8,688.02,283.97,198.08,145.01,2207.4,784.32,348.02,284.54,258.8,2019.5,803.66,352.33,215.43,180.48,2440.9,729.47,290.27,216.55,168.26,1654.9,675.74,375.09,232.77,201.29,3434.3,1187.5,616.39,387.1,309.76,900.91,295.43,224.52,153.38,119.18,811.45,235.4,182.31,119.31,72.287,1
3041.8,1108.3,119.83,119.63,87.846,5026.1,1789.7,-42.685,-36.733,107.9,1298.8,459.34,-178.69,-186.96,74.49,1002.9,287.8,-154.46,-30.947,-7.4325,1579.5,291.55,130.08,267.32,107.4,1958.7,704.19,248.55,151.49,92.289,407.08,135.68,-109.31,-98.245,-97.463,405.66,254.05,226.05,188.58,108.38,4569.4,1329.4,192.9,202.64,282.99,2569.8,491.04,154.99,158,149.86,1559.6,564.63,62.335,-18.395,3.748,1305.9,436.94,94.905,43.824,66.593,1517.3,560.93,132.9,25.144,11.163,897.6,392.9,146.79,96.619,53.068,2198.7,633.22,146.76,77.371,78.843,1541.4,420.64,45.195,83.454,99.577,1238.3,579.84,195.43,202.53,140.48,2416.6,686.56,219.97,212.77,145.2,1915.8,421.02,127.51,86.164,87.191,1119.2,315.65,102.71,30.235,-103.04,3312.7,1259.9,-217.18,107.96,13.038,1594.3,245.72,-62.924,-33.412,-230.73,2180.7,732.74,-8.7361,3.9461,-24.57,3955.8,1366.4,47.339,53.422,105.05,3056.7,978.93,-126.52,-42.279,-44.738,1999.3,609.67,314.6,195.21,0.48338,2928.8,1063.6,12.108,-86.632,-51.058,3245.2,1036.2,-55.254,-6.2922,110.97,2947.9,1076.7,173.72,39.843,57.404,6035,2027.5,-26.909,-108.1,106.1,1291.8,597.59,187.1,88.05,32.124,684.36,509.14,126.88,112.78,40.742,1
1711.8,751.21,364.68,253.94,149.11,2773,1117.6,440.13,135.31,20.005,692.52,276.8,62.791,-53.821,-101.26,720.81,192.9,10.843,-13.396,-109.61,1341.2,370.52,84.972,-73.606,22.716,1275.7,544.3,265.25,121.5,131.87,380,280.08,82.787,30.248,-11.267,398.73,196.84,17.077,-11.397,-44.924,2638.9,720.66,382.76,178.95,232.74,1962,357.99,253.24,172.12,286.7,787.63,428.51,150.08,82.523,46.311,848.99,403.13,197.29,112.04,138.71,842.05,500.15,200.28,87.387,77.23,765.22,493.78,209.19,119.96,94.39,1480.9,504.85,254.74,139.25,228.78,1144.1,389.05,158.13,94.357,142.03,901.71,481.78,284.79,233.47,182.29,1868.9,525.87,312.35,225.42,256.67,1511.2,354.63,218.04,128.57,203.53,946.17,319.88,149.4,32.814,73.209,2042.4,891.63,362.02,204.7,140.82,1125.1,222.75,49.253,-22.69,106.29,1125.7,437.98,204.64,54.191,44.8,2028.5,783.33,333.24,130.75,101.96,1544,586.51,239.24,89.663,63.006,1521.5,501.92,214.05,160.6,91.595,1728.2,697.87,245.52,114.25,41.058,1781.3,542.75,251.93,108.37,138.45,1488.4,788.12,286.66,124.69,75.733,2845.7,1036.9,422.37,153.53,88.864,882.89,560.77,204.11,104.58,76.169,764.35,488.87,195.01,95.357,66.294,1
1703.4,744.25,413.4,297.58,285.6,2740.4,1100.7,589.09,424.2,432.82,2184.1,957.94,519.75,363.93,305.25,972.88,407.24,301.45,267.38,280.37,2332.8,586.21,327.29,254.95,300.89,1743.6,552.76,284.97,209.51,161.57,684.5,313.84,171.39,84.57,83.447,513.32,180,-17.839,-91.244,-111.67,3944.5,931.67,444.22,255.38,248.57,3394.2,747.1,253.79,193.68,186.95,722.83,354.29,176.14,126.75,98.501,1260.6,402.74,180.27,113.89,95.86,858.18,410.41,204.92,140.07,105.71,943.53,483.69,199.89,125.17,101.04,2221.5,609.88,244.13,163.32,142.82,1899,472.52,175.3,127.51,114.91,799.74,424.7,235.14,199.64,168.22,3005.2,701.68,291.06,229.92,214.6,2544.2,544.73,235.88,164.29,134.05,1466.5,395.27,190.58,157.91,117.51,1729.4,751.08,427.82,301.81,260.57,1904.9,427.02,208.26,144.29,131.65,1137.1,416.08,243.36,186.45,156.91,1982.2,723.45,394.17,307.56,268.78,1944.9,657.58,303.02,213.89,219.23,2380.1,687.74,352.17,281.32,245.75,1821.7,701.66,338.2,243.82,248.48,2506.9,666.85,302.29,220.53,218.02,1344.8,610.67,323.63,233.65,198.19,3170.3,1091,574.05,393.8,414.92,781.8,438.46,204.82,147.34,103.88,659.09,476.84,213.58,122.3,92.229,1
2532.3,1107,378.76,167.37,130.17,3901.9,1649.1,485.71,198.85,152.25,956.04,423.64,106.41,33.825,34.107,975.72,389.97,73.321,-101.91,-72.462,1813.4,468.07,184.28,36.67,-5.9501,1769.2,734.65,304.77,137.17,43.024,561.9,322.82,97.047,28.384,5.7108,436.91,253.73,92.854,54.664,60.365,3420.7,1089.4,391.15,182.02,138.33,2659.2,698.83,188.45,117.83,88.306,1140,482.31,180.54,107.38,53.829,1074.4,356.15,190.38,134.34,103.69,1125,489.04,204.63,119.44,61.532,884.07,441.8,200.05,118.55,74.403,1854.3,597.72,239.94,122.17,96.118,1463.6,480.14,162.63,103.99,82.56,1084.3,558.64,262.03,189.57,140.18,2492.3,774.42,266.41,162.98,118.72,1925.2,551.48,204.5,121.21,73.274,1214.7,433.74,175.97,103.5,56.394,2681.4,1076.2,438.59,205.89,138.13,1459.1,382.38,115.73,38.217,24.24,1567.8,604.26,250.81,109.93,60.83,2793.3,1093,403.04,176.83,109.25,2130,838.43,301.3,128.68,74.405,2137.2,708.66,295.01,191.01,139.29,2346.7,1008.1,325.76,139.94,81.607,2335.9,811.12,285.14,128.77,103.22,2128.3,887.02,312.59,150.79,88.028,4111.5,1590.3,529.45,229.17,149.55,1082,508.05,231.73,120.58,76.631,845.89,465.09,225.51,120.81,90.578,1
2795.4,1234.7,607.62,408.28,638.4,4377.8,1967,903.15,723.47,942.46,1138.9,628.51,415.19,418.38,382.12,1160.5,609.58,562.8,526.26,477.45,1895.1,565.13,345.17,301.17,381.37,1842.4,733.57,345.78,213.31,360.07,609.64,419.19,280.59,220.54,236.06,546.36,318.89,220.26,158.27,193.99,3831.3,1004.2,473.51,398.72,325.97,2751.1,492.05,194.16,154.27,320.95,1245.2,546.71,262,201.41,183.45,1195.8,345.27,244.59,163.44,155.76,1271.2,512.34,265.01,202.68,162.43,952.12,384.73,211.47,147.89,168.8,2146.9,439.7,232.43,167.72,146.76,1543.6,380.51,138.54,93.161,104.3,1207.4,639.59,317.15,196.87,356.73,2685.6,711.08,334.39,246.13,484.12,1961.2,423.69,171.94,102.07,173.01,1166.2,422.07,253.04,181.42,219.45,2901.8,1259,571.17,389.22,532.39,1548.3,326.18,243.83,257.41,245.9,1730.8,674.79,351.8,242.53,257.51,3020.7,1219.4,544.69,423.05,459.93,2353.3,858.79,488.07,345.76,324.67,2101.8,708.95,373.94,271.09,452.79,2610.8,1123.9,529.11,386.67,561.81,2616.7,797.16,390.28,315.73,263.12,2368.3,1037.3,432.56,316.08,358.24,4460.5,1836.6,827.8,696.51,721.72,1149,561.98,241.35,176.38,162.79,763.45,475,220.68,161.37,144.51,1
2457.3,999.15,536.46,493.98,436.91,3800.7,1534,772.11,643.31,592.06,1003.2,410.37,239,191,177.59,977.61,408.96,268.02,238.89,246.71,2615.9,966.59,608.74,395.88,369.37,1832.1,680.04,366.67,298.94,253.04,632.77,351.82,193.69,141.78,140.82,634,429.83,402.92,332.12,403.92,3729.4,1080.6,528.6,414.27,391.38,2866.7,618.91,347.53,352.33,264.21,1009.3,443.37,229.04,162.09,169.21,1145.3,310.5,220.68,165.86,137.06,1038.3,410.18,237.71,167.12,154.46,941.27,352.43,219.65,149.62,126.45,2033.7,536.43,306.23,210.73,187.4,1630.1,440.03,213.1,173.12,123.38,1133.7,513.32,308.82,283.24,275.07,2655.8,771.11,454.16,414.89,353.81,2148.9,464.03,259.32,234.28,158.81,1350.7,389.29,211.58,192.25,143.15,2556.7,1037,540.62,409.34,385.89,1682.3,355.04,250.32,190.38,170.21,1499.7,593.26,298.18,215.52,204.35,2657.4,1103.2,526.47,384.35,372.05,2153.7,825.63,378.06,256.83,258.95,2139,739.19,434.69,380.64,352.21,2287.4,986.97,451.31,370.21,359.63,2530.1,808.66,392.98,273.85,258.43,1958.5,895.26,418.13,291.42,291.99,3994.7,1427.5,745.83,531.53,541.05,1005.3,501.75,235.47,163.98,143.11,853.21,422.65,205.79,123.25,110.19,1
2544.3,1171.9,486.67,344.84,306.53,4101,1772.4,729.56,468.77,410.97,1126.7,538.5,225.9,159.14,136.89,931.37,463.77,225.31,174.65,176.93,1627.1,556.46,227.28,178.02,149.91,1826.6,741.65,339.54,212.27,176.41,569.35,356.77,197.14,129.83,99.97,592.55,446.25,267.3,263.14,264.11,3435.1,1239,513.98,317.63,283.9,2268.1,612.83,278.41,192.6,195.12,1238.6,614.83,244.61,146.99,135.8,1176.6,594.39,225.18,145.83,113.78,1244,757.95,259.82,157.01,128.21,923.37,730.29,225.01,154.1,107.35,1807.2,713.44,279.79,169.87,147.6,1415.5,530.41,183.04,131.29,107.06,1120.6,646.64,288.69,261.89,229.59,2233.6,852.48,360.86,269.98,255.12,1816.7,536.78,219.61,149.21,121.47,1197.2,489.27,216.84,153.69,136.49,2824.3,1239.9,512.09,343.95,290.17,1360.5,467.37,200.68,156.61,134.73,1697,644.44,302.37,180.7,151.01,2973,1135.9,506.52,311.63,276.95,2299.6,879.06,363.12,219.37,199.97,1963,789.62,386.61,301.44,253.21,2380.6,1075.4,423.32,269.7,244.46,2515.7,884.28,360.78,233.25,206.19,2155.6,1027.6,422.22,254.39,214.85,4386.4,1731.8,688.86,436.49,395.9,1112.5,720.09,263.68,152.58,119.67,874,659.07,230.91,130.55,93.662,-1
2267.6,1020.2,588.37,516.18,580.31,3583.4,1500.6,903.56,714.55,891.66,874.88,609.21,374.95,340.41,383.59,1187.5,718.88,345.62,511.07,502,2088.2,606.47,481.7,601.1,522.41,1902.9,724.39,390.85,338.03,340.76,745.04,511.35,312.64,425.77,306.67,691.06,551.66,397.79,313.49,455.18,3424.8,1028.9,565.48,465.8,444.05,3036.3,653.14,323.99,320.75,342,1034.4,590.85,275.88,202.02,213.99,1286.2,601.91,247.51,197.9,165.01,1115.9,730.3,274.12,194.03,184.76,1032.2,726.39,247.77,173.09,150.33,2120.8,713.55,306.42,244.37,199.09,1533.5,488.36,203.74,154.18,134.33,917.31,619.45,336.86,327.35,309.83,2918.2,745.47,422.56,396.17,433.08,2086,541.29,272.56,239.4,202.28,1251.1,467.1,295.16,211.67,220.7,2255.5,1097.8,635.23,478.55,515.9,1546.6,503.65,393.96,388.24,359.74,1432.8,619.19,370.88,253.31,282.8,2403.1,1025.1,565.9,422.59,474.09,2014.3,765.86,521.28,401.56,414.59,2328.7,734.59,449.13,413.88,488.12,2197.1,906.27,575.68,489.31,557.57,2332,744.22,428.86,323.37,329.62,1886.4,953.23,462.81,341.12,363.46,3533,1523.1,859.46,663.73,740.59,994.26,795.74,282.51,182.88,169.02,724.79,802.68,268.19,159.86,135.06,-1
1805.9,754.62,400.46,323.59,301.4,2653.8,1050.3,548.38,403.41,404.94,831.34,431.94,190.14,139.5,123.62,1177.7,474.04,222.58,191.13,159.99,2753.1,545.79,221.32,124.83,147.49,2032.4,608.63,296.04,202.54,182.18,769.57,367.5,181.83,100.08,81.635,580.24,357.38,145.31,125.99,120.65,4538.1,891.7,462.76,282.93,292.62,4075.3,676.92,280.26,210.38,196.46,709.41,427.68,184.02,141.8,118.74,1532.9,538.51,207.55,145.61,108.83,899.76,563.42,216.5,156.29,122.92,1139.7,609.59,222.59,137.33,102.31,2726,663.36,267.24,181.74,152.63,2222.1,532.79,177.05,115.67,105.39,772.88,505.02,259.58,212.03,203.33,3563.1,737.64,350.14,270.65,257.5,3034.4,583.18,249.41,149.3,137.64,1740.9,446.8,215.18,152.28,119.58,1786.1,749.63,421.44,300.87,299.24,2256.8,429.14,213.06,139.97,134.01,1185.7,434.82,237.29,173.01,147.71,2060.2,688.71,380.31,272.24,272.27,2151,532.09,288.61,204.45,194.3,2846.9,659.47,325.64,206.38,191.55,1887,674.7,315,241.91,236.62,2865.7,629.85,285.78,207.66,207.22,1411.4,678.68,313.2,231.15,210.69,3179.2,1140.9,505.75,382.74,393.48,750.87,604.7,205.65,139.79,115.09,682.27,624.28,197.26,122.2,85.173,-1
3072,1222.8,509.12,370.11,347.19,4920.5,1864.9,728.11,514.92,451.23,1269.2,526.48,215.17,162.39,141.83,1143.5,470.93,221.21,167.61,148.08,2056.9,609.73,242.68,171.11,164.46,2155.1,825.43,339.88,201.97,188,677.1,397.47,173.03,111.83,84.483,619.52,381.32,158.9,93.823,79.046,4183.6,1244,472.86,331.49,295.82,2962.7,707.82,287.06,227.72,224.97,1378.6,576.32,234.07,141.62,119.65,1302.3,490.86,218.8,144.7,125.42,1336.7,636.34,247.87,152.88,126.07,942.57,549.01,232.35,147.3,115.3,2165.6,714.79,293.38,195.52,169.93,1690.1,584.98,185.53,134.06,116.59,1353.8,655.01,314.77,284.25,259.67,2905,868.47,416.44,319.32,298.36,2249.7,591.68,238.06,159.94,150.01,1408.5,497.61,222.32,150.78,129.22,3243.1,1256.3,512.92,351.52,298.28,1666,445.98,197.79,165.31,147,1971.3,703.51,292.3,183.61,155.65,3341.4,1261.7,472.52,319.7,275.07,2633.6,1009.7,338.42,232.73,201.59,2391.9,775.78,380.28,265.6,250.64,2913.4,1167.3,410.1,284.98,256.06,2906.3,1002.4,331.19,247.16,211.84,2561.7,1046.2,405.48,231.97,210.76,5049.7,1788.1,663.4,456.4,397.02,1199.4,700.21,249.07,136.52,120.64,793.02,637.73,234.79,134.28,99.494,-1
1514.2,859.81,242.06,-10.489,-245.32,2593.1,1295.4,285.28,-115.43,-445.42,826.62,362.37,26.679,-113.45,-230.59,780.77,198.08,-19.885,26.223,-122.67,1524.4,359.6,43.358,-47.811,-66.382,1433.2,629.55,232.61,77.241,-33.609,495.89,317.85,117.73,21.475,-43.481,324.61,228.51,50.666,-8.78,-24.971,2975.6,865.65,319.68,53.435,-45.453,2137.5,363.4,198.01,71.184,24.728,946.15,517.14,137,8.7675,-32.032,974.12,418.02,144.18,69.833,55.62,936.12,599.1,156.57,36.536,-4.8904,785.78,531.67,192.32,107.35,46.361,1595.8,501.22,184.93,65.379,59.038,1391.4,465.73,161.47,86.69,47.146,871.5,519.1,238.45,128.29,58.124,1870.6,437.65,245.62,82.217,-5.686,1782.1,409.31,191.31,110.74,71.421,1123.6,359.36,107.5,3.1327,-43.775,2201.2,929.01,218.24,-5.0634,-13.981,1370.9,270.38,59.864,-28.606,-110.32,1262.4,518.47,136,-31.876,-113.3,2190.1,919.57,251.26,-7.3876,-138.76,1764.5,672.77,105.64,-76.642,-153.16,1654.5,539.08,180.83,35.344,1.7694,1600,739.55,94.513,-81.584,-177.22,2106.9,677.57,180.16,3.0623,-86.38,1722.7,893.67,241.93,21.306,-75.687,3342.1,1301.4,326.61,-32.923,-255.72,956.12,654.4,186.44,52.692,16.344,834.65,559.24,189.58,119.19,54.064,1
1734.1,654.71,384.23,300.45,317.4,2079.3,827.84,529.77,474.03,468.21,700.41,404.49,235.36,209.1,181.09,1031.3,390.03,234.69,246.02,242.55,2719.6,517.81,268.4,253.97,226.04,1710.6,563.04,263.7,216.84,186.78,759.72,377.48,186.2,148.53,128.91,678.61,367.76,316.85,299.77,326.19,4445.8,748.58,409.99,392.75,318.8,4122.5,591.63,256.51,195.38,204.59,566.6,438.93,174.07,150.44,125.05,1501.7,509.84,182.14,133.74,109.69,737.74,593.21,187.31,156.12,121.15,1047.8,679.41,193.57,133.66,98.143,2689.5,620.36,241.26,175.33,150.65,2140,456.69,174.18,149.06,116.17,637.79,443.69,258.72,219.4,191.89,3580.8,607.28,318.73,255.6,262.38,2833,506.75,228.36,176.71,143.31,1593.2,403.8,194.18,160.01,132.94,1200,599.84,377.84,349.52,290.71,2215.9,390.16,188.86,161.52,145.08,988.16,427.1,223.64,192.16,165.88,1657,638.88,342.75,324.74,293.75,2009.4,555.94,280.44,240.15,221.42,2564.7,517.08,301,249.57,231.24,1633,515.51,294.66,274.32,269.59,2732.6,569.67,274.39,263.38,224.61,1056.6,636.91,307.63,252.64,218.95,2698.1,822.7,525.19,491.23,428.87,620.5,520.63,203.35,150.25,114.76,590.79,553.52,200.41,127.57,97.695,-1
2121.1,985.2,423.98,287.43,312.91,3348,1453.5,589.38,316.83,368.44,918.99,466.17,169.53,102.03,91.992,909.18,402.83,175.14,63.191,145.58,1739.5,422.84,155.71,108.52,11.46,1640.1,674.26,302.01,198.69,167.26,544.59,317.18,104.57,94.976,30.361,562.61,406.26,199.88,213.09,223.31,3409.4,1155.9,480.07,354.96,328.19,2610.6,641.03,248.6,199.81,190.99,1006.7,514.62,216.37,153.3,119.4,1169.8,477.85,199.97,149.19,131.86,1058.3,567.48,241.55,158.47,115.04,916.31,504.39,224.98,127.29,95.715,1960.5,637.02,273.15,182.99,139.49,1526.4,508.56,178.41,129.53,105.46,998.36,567.32,288.48,253.91,223.16,2509.8,733.46,349.96,260.92,246.84,2001.7,553.47,228.46,162.88,127.1,1248.3,440.06,208.59,132.53,96.303,1647.3,779.15,371.47,242.88,268.14,1534.1,429.48,203.13,140.5,110.8,1431.6,583.35,270.46,153.54,143.09,2452.6,1013,437.76,258.93,265.16,1961.6,865.75,339.64,184.42,178.25,1920,706.78,332.43,225.76,208.92,2056.1,863.67,345.9,188.52,213.33,2326.4,830.47,328.65,197.17,196.67,1825,903.34,365.53,220.16,193.22,3587.4,1487.5,568.03,313.08,348.08,1009.6,628.74,240.04,159.7,103.8,784.65,594.93,225.85,122.4,77.337,-1
