@relation valence 

@attribute Theta1_1 numeric
@attribute Alpha1_1 numeric
@attribute LowBeta1_1 numeric
@attribute HighBeta1_1 numeric
@attribute Gamma1_1 numeric
@attribute Theta2_1 numeric
@attribute Alpha2_1 numeric
@attribute LowBeta2_1 numeric
@attribute HighBeta2_1 numeric
@attribute Gamma2_1 numeric
@attribute Theta3_1 numeric
@attribute Alpha3_1 numeric
@attribute LowBeta3_1 numeric
@attribute HighBeta3_1 numeric
@attribute Gamma3_1 numeric
@attribute Theta4_1 numeric
@attribute Alpha4_1 numeric
@attribute LowBeta4_1 numeric
@attribute HighBeta4_1 numeric
@attribute Gamma4_1 numeric
@attribute Theta5_1 numeric
@attribute Alpha5_1 numeric
@attribute LowBeta5_1 numeric
@attribute HighBeta5_1 numeric
@attribute Gamma5_1 numeric
@attribute Theta6_1 numeric
@attribute Alpha6_1 numeric
@attribute LowBeta6_1 numeric
@attribute HighBeta6_1 numeric
@attribute Gamma6_1 numeric
@attribute Theta7_1 numeric
@attribute Alpha7_1 numeric
@attribute LowBeta7_1 numeric
@attribute HighBeta7_1 numeric
@attribute Gamma7_1 numeric
@attribute Theta8_1 numeric
@attribute Alpha8_1 numeric
@attribute LowBeta8_1 numeric
@attribute HighBeta8_1 numeric
@attribute Gamma8_1 numeric
@attribute Theta9_1 numeric
@attribute Alpha9_1 numeric
@attribute LowBeta9_1 numeric
@attribute HighBeta9_1 numeric
@attribute Gamma9_1 numeric
@attribute Theta10_1 numeric
@attribute Alpha10_1 numeric
@attribute LowBeta10_1 numeric
@attribute HighBeta10_1 numeric
@attribute Gamma10_1 numeric
@attribute Theta11_1 numeric
@attribute Alpha11_1 numeric
@attribute LowBeta11_1 numeric
@attribute HighBeta11_1 numeric
@attribute Gamma11_1 numeric
@attribute Theta12_1 numeric
@attribute Alpha12_1 numeric
@attribute LowBeta12_1 numeric
@attribute HighBeta12_1 numeric
@attribute Gamma12_1 numeric
@attribute Theta13_1 numeric
@attribute Alpha13_1 numeric
@attribute LowBeta13_1 numeric
@attribute HighBeta13_1 numeric
@attribute Gamma13_1 numeric
@attribute Theta14_1 numeric
@attribute Alpha14_1 numeric
@attribute LowBeta14_1 numeric
@attribute HighBeta14_1 numeric
@attribute Gamma14_1 numeric
@attribute Theta15_1 numeric
@attribute Alpha15_1 numeric
@attribute LowBeta15_1 numeric
@attribute HighBeta15_1 numeric
@attribute Gamma15_1 numeric
@attribute Theta16_1 numeric
@attribute Alpha16_1 numeric
@attribute LowBeta16_1 numeric
@attribute HighBeta16_1 numeric
@attribute Gamma16_1 numeric
@attribute Theta17_1 numeric
@attribute Alpha17_1 numeric
@attribute LowBeta17_1 numeric
@attribute HighBeta17_1 numeric
@attribute Gamma17_1 numeric
@attribute Theta18_1 numeric
@attribute Alpha18_1 numeric
@attribute LowBeta18_1 numeric
@attribute HighBeta18_1 numeric
@attribute Gamma18_1 numeric
@attribute Theta19_1 numeric
@attribute Alpha19_1 numeric
@attribute LowBeta19_1 numeric
@attribute HighBeta19_1 numeric
@attribute Gamma19_1 numeric
@attribute Theta20_1 numeric
@attribute Alpha20_1 numeric
@attribute LowBeta20_1 numeric
@attribute HighBeta20_1 numeric
@attribute Gamma20_1 numeric
@attribute Theta21_1 numeric
@attribute Alpha21_1 numeric
@attribute LowBeta21_1 numeric
@attribute HighBeta21_1 numeric
@attribute Gamma21_1 numeric
@attribute Theta22_1 numeric
@attribute Alpha22_1 numeric
@attribute LowBeta22_1 numeric
@attribute HighBeta22_1 numeric
@attribute Gamma22_1 numeric
@attribute Theta23_1 numeric
@attribute Alpha23_1 numeric
@attribute LowBeta23_1 numeric
@attribute HighBeta23_1 numeric
@attribute Gamma23_1 numeric
@attribute Theta24_1 numeric
@attribute Alpha24_1 numeric
@attribute LowBeta24_1 numeric
@attribute HighBeta24_1 numeric
@attribute Gamma24_1 numeric
@attribute Theta25_1 numeric
@attribute Alpha25_1 numeric
@attribute LowBeta25_1 numeric
@attribute HighBeta25_1 numeric
@attribute Gamma25_1 numeric
@attribute Theta26_1 numeric
@attribute Alpha26_1 numeric
@attribute LowBeta26_1 numeric
@attribute HighBeta26_1 numeric
@attribute Gamma26_1 numeric
@attribute Theta27_1 numeric
@attribute Alpha27_1 numeric
@attribute LowBeta27_1 numeric
@attribute HighBeta27_1 numeric
@attribute Gamma27_1 numeric
@attribute Theta28_1 numeric
@attribute Alpha28_1 numeric
@attribute LowBeta28_1 numeric
@attribute HighBeta28_1 numeric
@attribute Gamma28_1 numeric
@attribute Theta29_1 numeric
@attribute Alpha29_1 numeric
@attribute LowBeta29_1 numeric
@attribute HighBeta29_1 numeric
@attribute Gamma29_1 numeric
@attribute Theta30_1 numeric
@attribute Alpha30_1 numeric
@attribute LowBeta30_1 numeric
@attribute HighBeta30_1 numeric
@attribute Gamma30_1 numeric
@attribute Theta31_1 numeric
@attribute Alpha31_1 numeric
@attribute LowBeta31_1 numeric
@attribute HighBeta31_1 numeric
@attribute Gamma31_1 numeric
@attribute Theta32_1 numeric
@attribute Alpha32_1 numeric
@attribute LowBeta32_1 numeric
@attribute HighBeta32_1 numeric
@attribute Gamma32_1 numeric
@attribute class {-1,1}

@data
4089.6,0,0,0,0,1295.2,0,0,0,0,3118.2,0,0,0,0,2864.4,0,0,0,0,3852.1,0,0,0,0,1027.9,0,0,0,0,1911.5,0,0,0,0,2919.5,0,0,0,0,1236.9,0,0,0,0,1938.3,0,0,0,0,2748.4,0,0,0,0,1616.7,0,0,0,0,5445.4,0,0,0,0,7942.4,0,0,0,0,4901.2,0,0,0,0,1542.3,0,0,0,0,3638.4,0,0,0,0,1656.9,0,0,0,0,1666.9,0,0,0,0,1686.4,0,0,0,0,1316.3,0,0,0,0,1694.3,0,0,0,0,1383.9,0,0,0,0,3781.9,0,0,0,0,1175,0,0,0,0,1337.5,0,0,0,0,914.25,0,0,0,0,2699.8,0,0,0,0,3391.6,0,0,0,0,4651.6,0,0,0,0,2660.3,0,0,0,0,1124.3,0,0,0,0,1
4185,0,0,0,0,1400.3,0,0,0,0,3114.8,0,0,0,0,2978.3,0,0,0,0,4150,0,0,0,0,1102.7,0,0,0,0,2095.1,0,0,0,0,3086.2,0,0,0,0,1310.7,0,0,0,0,2155.6,0,0,0,0,2981,0,0,0,0,1717.5,0,0,0,0,5781.3,0,0,0,0,8356.7,0,0,0,0,5196.4,0,0,0,0,1691.5,0,0,0,0,3472.7,0,0,0,0,1595,0,0,0,0,1789.1,0,0,0,0,1738.4,0,0,0,0,1386,0,0,0,0,1851.6,0,0,0,0,1306.6,0,0,0,0,4018.2,0,0,0,0,1223.1,0,0,0,0,1661.6,0,0,0,0,1009.4,0,0,0,0,2891.3,0,0,0,0,3561.9,0,0,0,0,5027.5,0,0,0,0,2811.6,0,0,0,0,1325.7,0,0,0,0,-1
3132.2,0,0,0,0,1266.5,0,0,0,0,2062.5,0,0,0,0,1989.3,0,0,0,0,2969.2,0,0,0,0,1026,0,0,0,0,1913.2,0,0,0,0,2045.1,0,0,0,0,1194.6,0,0,0,0,1591.9,0,0,0,0,2247.1,0,0,0,0,1536.5,0,0,0,0,3863.4,0,0,0,0,5412.9,0,0,0,0,3465.1,0,0,0,0,1364.3,0,0,0,0,3208.2,0,0,0,0,1487.5,0,0,0,0,1443.5,0,0,0,0,1364.3,0,0,0,0,1140.8,0,0,0,0,1402.7,0,0,0,0,1216.5,0,0,0,0,2944.4,0,0,0,0,1164,0,0,0,0,1523.1,0,0,0,0,1011.2,0,0,0,0,2088.8,0,0,0,0,2501.9,0,0,0,0,3530.2,0,0,0,0,1942.7,0,0,0,0,1220.3,0,0,0,0,-1
4034.2,0,0,0,0,1323.9,0,0,0,0,3087.6,0,0,0,0,2873.4,0,0,0,0,3896.2,0,0,0,0,963.66,0,0,0,0,1960.7,0,0,0,0,2958.5,0,0,0,0,1293.4,0,0,0,0,1908.1,0,0,0,0,2795.9,0,0,0,0,1620,0,0,0,0,5474.5,0,0,0,0,8026.8,0,0,0,0,4874.7,0,0,0,0,1535.8,0,0,0,0,3576,0,0,0,0,1449.9,0,0,0,0,1608.4,0,0,0,0,1615.6,0,0,0,0,1291.9,0,0,0,0,1711.3,0,0,0,0,1373.6,0,0,0,0,3773.8,0,0,0,0,1121.3,0,0,0,0,1440.8,0,0,0,0,927.55,0,0,0,0,2736.7,0,0,0,0,3401.4,0,0,0,0,4658.9,0,0,0,0,2644.9,0,0,0,0,1065.6,0,0,0,0,1
3633.9,0,0,0,0,1262.6,0,0,0,0,2694.3,0,0,0,0,2505,0,0,0,0,3529.3,0,0,0,0,951.59,0,0,0,0,1902.8,0,0,0,0,2609.1,0,0,0,0,1350.6,0,0,0,0,1832.9,0,0,0,0,2585.4,0,0,0,0,1707.8,0,0,0,0,4843.4,0,0,0,0,6764.4,0,0,0,0,4346.7,0,0,0,0,1503.9,0,0,0,0,3102.3,0,0,0,0,1424.9,0,0,0,0,1537.7,0,0,0,0,1526.3,0,0,0,0,1246.4,0,0,0,0,1569.9,0,0,0,0,1206.4,0,0,0,0,3469.1,0,0,0,0,1206.3,0,0,0,0,1293.4,0,0,0,0,854.7,0,0,0,0,2509.9,0,0,0,0,3107.8,0,0,0,0,4088.3,0,0,0,0,2373.3,0,0,0,0,1127.5,0,0,0,0,-1
3122.3,0,0,0,0,1301.8,0,0,0,0,2199.7,0,0,0,0,2108.3,0,0,0,0,2903.9,0,0,0,0,1107.7,0,0,0,0,1877.5,0,0,0,0,2178.9,0,0,0,0,1285.6,0,0,0,0,1778,0,0,0,0,2393,0,0,0,0,1527.1,0,0,0,0,3991.2,0,0,0,0,5583.8,0,0,0,0,3501,0,0,0,0,1585.8,0,0,0,0,3048.6,0,0,0,0,1571,0,0,0,0,1565.9,0,0,0,0,1514.7,0,0,0,0,1243.3,0,0,0,0,1419.4,0,0,0,0,1300.6,0,0,0,0,2887.1,0,0,0,0,1188.8,0,0,0,0,1427.4,0,0,0,0,979.66,0,0,0,0,2126.8,0,0,0,0,2523.2,0,0,0,0,3513.8,0,0,0,0,1923.4,0,0,0,0,1122.3,0,0,0,0,-1
4138.7,0,0,0,0,1371.5,0,0,0,0,2989.9,0,0,0,0,2812,0,0,0,0,3944.5,0,0,0,0,1022.3,0,0,0,0,1980.1,0,0,0,0,2873.6,0,0,0,0,1133.5,0,0,0,0,2039.3,0,0,0,0,2740,0,0,0,0,1553,0,0,0,0,5433,0,0,0,0,7752.5,0,0,0,0,4935.6,0,0,0,0,1618.4,0,0,0,0,3722.9,0,0,0,0,1545.8,0,0,0,0,1737.6,0,0,0,0,1543.4,0,0,0,0,1241.3,0,0,0,0,1698.5,0,0,0,0,1332.7,0,0,0,0,3905,0,0,0,0,1138.9,0,0,0,0,1359.1,0,0,0,0,811.53,0,0,0,0,2786.3,0,0,0,0,3480,0,0,0,0,4612.6,0,0,0,0,2662,0,0,0,0,1091.3,0,0,0,0,-1
2455.6,0,0,0,0,1320.1,0,0,0,0,2225.9,0,0,0,0,1954.4,0,0,0,0,2402.7,0,0,0,0,1007,0,0,0,0,1240.7,0,0,0,0,2121.9,0,0,0,0,964.82,0,0,0,0,1288.5,0,0,0,0,1753.5,0,0,0,0,1256.2,0,0,0,0,3351.6,0,0,0,0,5085.7,0,0,0,0,2968.6,0,0,0,0,1040.3,0,0,0,0,2417.9,0,0,0,0,1253.9,0,0,0,0,1357,0,0,0,0,1365.9,0,0,0,0,1020.2,0,0,0,0,1119.1,0,0,0,0,1236.4,0,0,0,0,2288.8,0,0,0,0,897,0,0,0,0,1109,0,0,0,0,865.65,0,0,0,0,1760.4,0,0,0,0,2092.3,0,0,0,0,3039.2,0,0,0,0,1753.9,0,0,0,0,964.66,0,0,0,0,-1
2778.2,0,0,0,0,1119.8,0,0,0,0,2070.4,0,0,0,0,1962.9,0,0,0,0,2738,0,0,0,0,944.35,0,0,0,0,1488.2,0,0,0,0,2047.4,0,0,0,0,962.11,0,0,0,0,1441,0,0,0,0,1964.3,0,0,0,0,1301,0,0,0,0,3740.6,0,0,0,0,5432.8,0,0,0,0,3350.9,0,0,0,0,1170.1,0,0,0,0,2471.8,0,0,0,0,1248.1,0,0,0,0,1428.3,0,0,0,0,1323,0,0,0,0,1070.8,0,0,0,0,1241.4,0,0,0,0,1042.1,0,0,0,0,2643.9,0,0,0,0,907.27,0,0,0,0,1268.1,0,0,0,0,864.17,0,0,0,0,1881.6,0,0,0,0,2314.4,0,0,0,0,3382.7,0,0,0,0,1866.3,0,0,0,0,1025.8,0,0,0,0,-1
3588.1,0,0,0,0,1233.3,0,0,0,0,2919.9,0,0,0,0,2713.3,0,0,0,0,3644.5,0,0,0,0,961.5,0,0,0,0,1782.4,0,0,0,0,2749.5,0,0,0,0,1183.4,0,0,0,0,1804.2,0,0,0,0,2592.6,0,0,0,0,1514.6,0,0,0,0,5188.2,0,0,0,0,7360.3,0,0,0,0,4696.7,0,0,0,0,1410.7,0,0,0,0,2823.6,0,0,0,0,1307.4,0,0,0,0,1527.6,0,0,0,0,1482.7,0,0,0,0,1206.5,0,0,0,0,1650.4,0,0,0,0,1172.7,0,0,0,0,3498.2,0,0,0,0,947.65,0,0,0,0,1338.9,0,0,0,0,823.8,0,0,0,0,2476.9,0,0,0,0,3063,0,0,0,0,4444.3,0,0,0,0,2560.2,0,0,0,0,1157.9,0,0,0,0,-1
2231.2,0,0,0,0,1116.1,0,0,0,0,1493.8,0,0,0,0,1441.6,0,0,0,0,2078.2,0,0,0,0,897.27,0,0,0,0,1277.7,0,0,0,0,1621.5,0,0,0,0,978.5,0,0,0,0,1259.8,0,0,0,0,1572.4,0,0,0,0,1272.3,0,0,0,0,2608.1,0,0,0,0,3785.2,0,0,0,0,2377.3,0,0,0,0,1102.6,0,0,0,0,2376.2,0,0,0,0,1272.8,0,0,0,0,1215.4,0,0,0,0,1195,0,0,0,0,976.41,0,0,0,0,1009.8,0,0,0,0,1002.6,0,0,0,0,2121.8,0,0,0,0,925.37,0,0,0,0,1083.7,0,0,0,0,787.68,0,0,0,0,1515.8,0,0,0,0,1748.2,0,0,0,0,2492.7,0,0,0,0,1379.9,0,0,0,0,1018,0,0,0,0,-1
2593.7,0,0,0,0,1162.8,0,0,0,0,1873.1,0,0,0,0,1717.7,0,0,0,0,2573.5,0,0,0,0,955.99,0,0,0,0,1480.4,0,0,0,0,1798.9,0,0,0,0,986.49,0,0,0,0,1417.6,0,0,0,0,1876.9,0,0,0,0,1312,0,0,0,0,3390.1,0,0,0,0,4738.5,0,0,0,0,3090.5,0,0,0,0,1114.8,0,0,0,0,2676,0,0,0,0,1338.4,0,0,0,0,1385.3,0,0,0,0,1267.4,0,0,0,0,1021,0,0,0,0,1264.2,0,0,0,0,1066.7,0,0,0,0,2528.4,0,0,0,0,1032.9,0,0,0,0,1271.3,0,0,0,0,879.2,0,0,0,0,1765.8,0,0,0,0,2151.2,0,0,0,0,3048.3,0,0,0,0,1629.5,0,0,0,0,968.9,0,0,0,0,1
3945.1,0,0,0,0,1241.8,0,0,0,0,3170,0,0,0,0,2957.5,0,0,0,0,3838.1,0,0,0,0,1029.8,0,0,0,0,1873.9,0,0,0,0,3116.9,0,0,0,0,1230.4,0,0,0,0,1914.6,0,0,0,0,2722.1,0,0,0,0,1591.4,0,0,0,0,5592.2,0,0,0,0,8082.9,0,0,0,0,5077,0,0,0,0,1458.7,0,0,0,0,3147.4,0,0,0,0,1401,0,0,0,0,1641,0,0,0,0,1647.1,0,0,0,0,1260,0,0,0,0,1664,0,0,0,0,1289.7,0,0,0,0,3726,0,0,0,0,1048.1,0,0,0,0,1562.1,0,0,0,0,901.23,0,0,0,0,2697.4,0,0,0,0,3361.6,0,0,0,0,4787.9,0,0,0,0,2801.8,0,0,0,0,1240.3,0,0,0,0,-1
4077.3,0,0,0,0,1321.3,0,0,0,0,3444.6,0,0,0,0,3083.5,0,0,0,0,4146,0,0,0,0,976.07,0,0,0,0,1943.2,0,0,0,0,3207.3,0,0,0,0,1199.6,0,0,0,0,2047.3,0,0,0,0,2829.3,0,0,0,0,1537,0,0,0,0,5976.9,0,0,0,0,8701.1,0,0,0,0,5394,0,0,0,0,1485.9,0,0,0,0,3173.5,0,0,0,0,1360,0,0,0,0,1653.6,0,0,0,0,1665.6,0,0,0,0,1444.5,0,0,0,0,1778.6,0,0,0,0,1288.9,0,0,0,0,4030.1,0,0,0,0,1224.5,0,0,0,0,1384.8,0,0,0,0,838.52,0,0,0,0,2873.2,0,0,0,0,3620.5,0,0,0,0,5005.1,0,0,0,0,2916.7,0,0,0,0,1005.9,0,0,0,0,-1
3561.4,0,0,0,0,1192.7,0,0,0,0,2530.2,0,0,0,0,2360.1,0,0,0,0,3507.5,0,0,0,0,1013.3,0,0,0,0,1761.8,0,0,0,0,2496.8,0,0,0,0,1049.3,0,0,0,0,1836.3,0,0,0,0,2475.8,0,0,0,0,1460,0,0,0,0,4767,0,0,0,0,6760.3,0,0,0,0,4244.2,0,0,0,0,1471.4,0,0,0,0,2987.9,0,0,0,0,1341.7,0,0,0,0,1614.5,0,0,0,0,1433.2,0,0,0,0,1235.6,0,0,0,0,1528.1,0,0,0,0,1120.1,0,0,0,0,3411,0,0,0,0,1044.6,0,0,0,0,1445.7,0,0,0,0,876.48,0,0,0,0,2438.8,0,0,0,0,2971.8,0,0,0,0,4225.4,0,0,0,0,2288.2,0,0,0,0,1105.4,0,0,0,0,-1
4133.3,0,0,0,0,1095.3,0,0,0,0,3183.4,0,0,0,0,2846.3,0,0,0,0,4009.8,0,0,0,0,949.54,0,0,0,0,1874.9,0,0,0,0,2924.3,0,0,0,0,1142.7,0,0,0,0,2034.9,0,0,0,0,2797.4,0,0,0,0,1656.9,0,0,0,0,5685,0,0,0,0,8140,0,0,0,0,5211.9,0,0,0,0,1534.2,0,0,0,0,3277,0,0,0,0,1373.6,0,0,0,0,1666.4,0,0,0,0,1645.1,0,0,0,0,1403.9,0,0,0,0,1721.8,0,0,0,0,1223.1,0,0,0,0,3984.6,0,0,0,0,1179.3,0,0,0,0,1572.5,0,0,0,0,878.22,0,0,0,0,2816.1,0,0,0,0,3530.5,0,0,0,0,4775.3,0,0,0,0,2776,0,0,0,0,1156.9,0,0,0,0,-1
3291.3,0,0,0,0,1438.8,0,0,0,0,1769.7,0,0,0,0,1678.8,0,0,0,0,3043.6,0,0,0,0,939.97,0,0,0,0,1919.1,0,0,0,0,1715.1,0,0,0,0,1023.7,0,0,0,0,1787.5,0,0,0,0,2199.1,0,0,0,0,1303.5,0,0,0,0,3699.2,0,0,0,0,4860.8,0,0,0,0,3378.5,0,0,0,0,1481.3,0,0,0,0,3795,0,0,0,0,1510.2,0,0,0,0,1472.4,0,0,0,0,1150.4,0,0,0,0,1004.5,0,0,0,0,1337.8,0,0,0,0,1120.4,0,0,0,0,3271.2,0,0,0,0,1067.9,0,0,0,0,1261.8,0,0,0,0,934.34,0,0,0,0,2093.6,0,0,0,0,2599.4,0,0,0,0,3295,0,0,0,0,1720.5,0,0,0,0,1127.5,0,0,0,0,1
2716.1,0,0,0,0,1398.9,0,0,0,0,2281.5,0,0,0,0,2118.6,0,0,0,0,2774.5,0,0,0,0,1069,0,0,0,0,1586.8,0,0,0,0,2374.5,0,0,0,0,1110.1,0,0,0,0,1488.5,0,0,0,0,2093.2,0,0,0,0,1425.5,0,0,0,0,3782.8,0,0,0,0,5637,0,0,0,0,3256.3,0,0,0,0,1254.6,0,0,0,0,2790.7,0,0,0,0,1351.4,0,0,0,0,1375.7,0,0,0,0,1465.4,0,0,0,0,1151.4,0,0,0,0,1305.3,0,0,0,0,1320.8,0,0,0,0,2595.8,0,0,0,0,914.23,0,0,0,0,1455.1,0,0,0,0,899.09,0,0,0,0,1854.7,0,0,0,0,2237.4,0,0,0,0,3385.5,0,0,0,0,1939.4,0,0,0,0,1053.5,0,0,0,0,1
2481.7,0,0,0,0,1130.5,0,0,0,0,2029.1,0,0,0,0,1941.4,0,0,0,0,2500.8,0,0,0,0,893.16,0,0,0,0,1444.5,0,0,0,0,2104.2,0,0,0,0,937.67,0,0,0,0,1374.8,0,0,0,0,1811.2,0,0,0,0,1176.4,0,0,0,0,3377.8,0,0,0,0,5203.9,0,0,0,0,3062.9,0,0,0,0,1077.1,0,0,0,0,2373.3,0,0,0,0,1152.8,0,0,0,0,1281.5,0,0,0,0,1287.2,0,0,0,0,1039.2,0,0,0,0,1183.8,0,0,0,0,1100.5,0,0,0,0,2381.9,0,0,0,0,930.42,0,0,0,0,1192,0,0,0,0,779.31,0,0,0,0,1784.5,0,0,0,0,2141.7,0,0,0,0,3062,0,0,0,0,1799.4,0,0,0,0,1032.2,0,0,0,0,-1
2730.6,0,0,0,0,3444.2,0,0,0,0,3641.6,0,0,0,0,54185,0,0,0,0,1100.9,0,0,0,0,5174.2,0,0,0,0,1066.4,0,0,0,0,4053.5,0,0,0,0,2962.5,0,0,0,0,2272.4,0,0,0,0,913.83,0,0,0,0,9158.7,0,0,0,0,1805.3,0,0,0,0,5608.2,0,0,0,0,7320.4,0,0,0,0,4995,0,0,0,0,3407.8,0,0,0,0,11003,0,0,0,0,9326.8,0,0,0,0,4265.3,0,0,0,0,1433.8,0,0,0,0,4846.2,0,0,0,0,17494,0,0,0,0,4408.6,0,0,0,0,964.4,0,0,0,0,13350,0,0,0,0,7248.3,0,0,0,0,985.57,0,0,0,0,4364.7,0,0,0,0,9250.1,0,0,0,0,4461.5,0,0,0,0,3243.9,0,0,0,0,1
2681,0,0,0,0,3116.8,0,0,0,0,3331.8,0,0,0,0,45773,0,0,0,0,911.62,0,0,0,0,4303.9,0,0,0,0,1000.4,0,0,0,0,3427.8,0,0,0,0,2469.1,0,0,0,0,1940.5,0,0,0,0,793.6,0,0,0,0,7789,0,0,0,0,1471.3,0,0,0,0,4903,0,0,0,0,6251.8,0,0,0,0,4220.9,0,0,0,0,3109.8,0,0,0,0,9278.9,0,0,0,0,7803.5,0,0,0,0,3433.9,0,0,0,0,1219,0,0,0,0,4173.7,0,0,0,0,14801,0,0,0,0,3694.2,0,0,0,0,887.43,0,0,0,0,11249,0,0,0,0,6059,0,0,0,0,950.26,0,0,0,0,3710.9,0,0,0,0,7852.5,0,0,0,0,3811.4,0,0,0,0,2852.1,0,0,0,0,1
2464.8,0,0,0,0,2468.5,0,0,0,0,2694.9,0,0,0,0,28772,0,0,0,0,741.02,0,0,0,0,2767.3,0,0,0,0,1021.1,0,0,0,0,2161.7,0,0,0,0,1639,0,0,0,0,1336.1,0,0,0,0,790.5,0,0,0,0,4964.6,0,0,0,0,1059.6,0,0,0,0,3549.1,0,0,0,0,4240.2,0,0,0,0,2770.3,0,0,0,0,2440.2,0,0,0,0,5786.4,0,0,0,0,4975.8,0,0,0,0,2264.3,0,0,0,0,908.51,0,0,0,0,2641.6,0,0,0,0,9557,0,0,0,0,2472.2,0,0,0,0,665.2,0,0,0,0,6988.7,0,0,0,0,3740.7,0,0,0,0,910.88,0,0,0,0,2277.2,0,0,0,0,4959.9,0,0,0,0,2770.5,0,0,0,0,2353.1,0,0,0,0,1
2353.3,0,0,0,0,3183.6,0,0,0,0,2857.3,0,0,0,0,43215,0,0,0,0,1175,0,0,0,0,4204.7,0,0,0,0,1022.4,0,0,0,0,3509.4,0,0,0,0,2451.1,0,0,0,0,1798.3,0,0,0,0,873.7,0,0,0,0,7295.8,0,0,0,0,1510.4,0,0,0,0,4327.3,0,0,0,0,5764.8,0,0,0,0,4002.3,0,0,0,0,2752.1,0,0,0,0,8795.9,0,0,0,0,7565.1,0,0,0,0,3408.7,0,0,0,0,1293.1,0,0,0,0,3885.1,0,0,0,0,13736,0,0,0,0,3522.8,0,0,0,0,917.88,0,0,0,0,10706,0,0,0,0,5996.7,0,0,0,0,899.5,0,0,0,0,3538.8,0,0,0,0,7299.8,0,0,0,0,3469.1,0,0,0,0,2512.1,0,0,0,0,1
2844.9,0,0,0,0,3404.2,0,0,0,0,3424.6,0,0,0,0,46940,0,0,0,0,914.72,0,0,0,0,4464.2,0,0,0,0,1240.8,0,0,0,0,3588.6,0,0,0,0,2503.1,0,0,0,0,1952.1,0,0,0,0,857.38,0,0,0,0,7918.9,0,0,0,0,1583.5,0,0,0,0,5194.3,0,0,0,0,6542.9,0,0,0,0,4364.4,0,0,0,0,3354.8,0,0,0,0,9511.1,0,0,0,0,8154.1,0,0,0,0,3622.1,0,0,0,0,1245.2,0,0,0,0,4190.5,0,0,0,0,15217,0,0,0,0,3861.8,0,0,0,0,905.56,0,0,0,0,11580,0,0,0,0,6335.2,0,0,0,0,933.33,0,0,0,0,3771.8,0,0,0,0,7983,0,0,0,0,4004.9,0,0,0,0,3149.1,0,0,0,0,1
2617.4,0,0,0,0,2672.7,0,0,0,0,2982.9,0,0,0,0,30339,0,0,0,0,781.87,0,0,0,0,2985.6,0,0,0,0,1054.6,0,0,0,0,2314.6,0,0,0,0,1667.2,0,0,0,0,1413.7,0,0,0,0,853.43,0,0,0,0,5177.8,0,0,0,0,1240.3,0,0,0,0,3991.1,0,0,0,0,4647.1,0,0,0,0,2916.6,0,0,0,0,2671.1,0,0,0,0,6105.8,0,0,0,0,5398.9,0,0,0,0,2510.7,0,0,0,0,1035.1,0,0,0,0,2795,0,0,0,0,10151,0,0,0,0,2655.8,0,0,0,0,723.65,0,0,0,0,7380.1,0,0,0,0,4063.3,0,0,0,0,893.72,0,0,0,0,2403.7,0,0,0,0,5159.8,0,0,0,0,3061.3,0,0,0,0,2681.6,0,0,0,0,1
2630.1,0,0,0,0,3584.6,0,0,0,0,3200.4,0,0,0,0,50765,0,0,0,0,917.27,0,0,0,0,4833.8,0,0,0,0,1154.1,0,0,0,0,3934.7,0,0,0,0,2716.7,0,0,0,0,2058.3,0,0,0,0,846.29,0,0,0,0,8519.9,0,0,0,0,1577.7,0,0,0,0,4891.2,0,0,0,0,6515,0,0,0,0,4609,0,0,0,0,3061.1,0,0,0,0,10466,0,0,0,0,8714.9,0,0,0,0,3841.2,0,0,0,0,1240.8,0,0,0,0,4504.1,0,0,0,0,16051,0,0,0,0,4055.3,0,0,0,0,943.9,0,0,0,0,12577,0,0,0,0,7092.1,0,0,0,0,939.65,0,0,0,0,4178.8,0,0,0,0,8593.5,0,0,0,0,3855.9,0,0,0,0,2767.9,0,0,0,0,1
2548.3,0,0,0,0,2816,0,0,0,0,3181.5,0,0,0,0,42199,0,0,0,0,869.15,0,0,0,0,4069.3,0,0,0,0,1007.4,0,0,0,0,3165.5,0,0,0,0,2272.3,0,0,0,0,1822.5,0,0,0,0,797.32,0,0,0,0,7168.5,0,0,0,0,1419.1,0,0,0,0,4697.3,0,0,0,0,5883.1,0,0,0,0,3953.4,0,0,0,0,2943,0,0,0,0,8526.2,0,0,0,0,7331,0,0,0,0,3242.7,0,0,0,0,1093,0,0,0,0,3789.4,0,0,0,0,13823,0,0,0,0,3515.7,0,0,0,0,796.73,0,0,0,0,10300,0,0,0,0,5491.9,0,0,0,0,912.83,0,0,0,0,3330.7,0,0,0,0,7191.7,0,0,0,0,3664.4,0,0,0,0,2814.4,0,0,0,0,1
